Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logCPM
NM_001033303	Ampd1|AI553520|Ampd-1|-|3 F2.2|3 45.25 cM|protein-coding	6.7537183822264195	1.2755398966508699e-21	4.59906800848824
NM_022420	Gprc5b|AW125761|Raig2|-|7 F3|7|protein-coding	6.69114300187746	6.126821841379972e-17	3.16876385107709
NM_001267622	Ttc28|2310015L07Rik|6030435N04|AI428795|AI851761|BC002262|TPRBK|-|5 F|5|protein-coding	6.66710139069531	8.996801659001499e-23	5.20310159316457
NM_001166065	Gcnt4|C2gnt3|Gm279|Gm73|-|13 D1|13|protein-coding	6.4567767168591	9.571435218043769e-16	2.9396076982359904
NM_029723	Dapl1|2310032F03Rik|EEDA|RP23-151F21.4|2|2 C3|protein-coding	6.4296380127432	1.5177099593512e-22	5.5105347824343
NM_178114	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15 F1|15|protein-coding	6.37875060176649	4.84115113386317e-21	4.80475930713612
NM_008018	Sh3pxd2a|2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5|-|19|19 D2|protein-coding	6.29398861712107	1.87620259490964e-22	5.769657669784781
NM_010479	Hspa1a|Hsp70-3|Hsp70.3|Hsp72|hsp68|hsp70A1|-|17 B1|17 18.51 cM|protein-coding	6.17124805823478	1.2366446047314e-16	3.36640287332034
NM_011374	St8sia1|9330109E03Rik|GD3S|Sia-T|Siat8|Siat8a|-|6 G3|6 74.78 cM|protein-coding	5.965443597634151	5.6873117069891e-22	6.60410937459626
NM_011820	Ggt5|AI551243|GGL|GGT-REL|Ggtla1|-|10 C1|10|protein-coding	5.955030399625831	8.18640745921438e-18	3.9807486971580297
NM_001166625	Ccr9|A130091K22Rik|Cmkbr10|GPR-9-6|-|9 F|9 74.33 cM|protein-coding	5.92176392642658	1.8186066502848898e-22	7.79548942900215
NM_027373	Afap1|2600003E23Rik|9630044L16Rik|AI848729|Afap|mKIAA3018|-|5|5 B1|protein-coding	5.88745797493109	7.89746776100311e-18	4.06378337981653
NM_145227	Oas2|Oasl11|-|5 F|5 60.64 cM|protein-coding	5.87196941264708	2.51440813362832e-19	4.80327797419526
NM_011346	Sell|AI528707|CD62L|L-selectin|LECAM-1|Lnhr|Ly-22|Ly-m22|Lyam-1|Lyam1|-|1 H2.2|1 71.37 cM|protein-coding	5.783162510063	4.889336816626989e-22	8.96241156110015
NM_009721	Atp1b1|Atp4b|Atpb|Atpb-1|NKbeta1|-|1 H2.2|1 71.75 cM|protein-coding	5.765026525284259	2.3968605638079396e-21	7.057585045995849
NM_176996	Smo|E130215L21Rik|Smoh|bnb|smoothened|-|6 A3.3|6 12.36 cM|protein-coding	5.709611799678429	4.30628679325743e-12	2.21583971391997
NM_001033405	Treml2|AW049306|Gm750|Tlt2|-|17 C|17|protein-coding	5.6927852234369505	5.767019572295799e-21	6.98673442406983
NM_009667	Ampd3|-|-|7 E2-E3|7 57.85 cM|protein-coding	5.67021735918178	6.630862983434079e-16	3.53675696406003
NM_028817	Acsl3|2610510B12Rik|Acs3|C85929|Facl3|Pro2194|-|1 C4|1 40.84 cM|protein-coding	5.519664881812611	3.2380605259164e-11	2.0339672257646
NM_001290758	Tlr7|-|RP23-139P21.3|X F5|X|protein-coding	5.51381242233035	2.6151304184534697e-13	2.7281499815766
NM_029658	Fam101b|1500005K14Rik|RefilinB|cfm|RP23-96I9.3|11|11 B4|protein-coding	5.50366138714797	3.2003991919692e-20	7.22395784359697
NM_178615	Rgmb|1110059F19Rik|DRAGON|-|17 A2|17|protein-coding	5.43375874643042	1.03227260652858e-14	3.3073826498039596
NM_001123327	Qser1|4732486I23Rik|AI502974|RP24-297H17.9|2 E2|2|protein-coding	5.4195070473103	4.82234715431538e-15	3.45944368510052
NM_009924	Cnr2|CB-2|CB2|CB2-R|RP23-161N17.5|4 D3|4|protein-coding	5.3630221328607	8.56670718345928e-18	5.06981726975807
NM_133687	Cxxc5|4930415K17Rik|-|18|18 B3|protein-coding	5.34348854262348	6.46385729711953e-18	5.2359482602386
NM_001004176	Maml3|AV234550|BC049812|Mam-2|mKIAA1816|-|3 C|3|protein-coding	5.313531470112481	7.5064158236022e-15	3.50558313101564
NM_007719	Ccr7|CD197|Cdw197|Cmkbr7|EBI1|Ebi1h|RP23-80N1.2|11 D|11|protein-coding	5.27382578179278	2.31119569802966e-19	8.66593925741796
NM_001042605	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	5.26908571524862	8.200863114003951e-16	4.037332276419161
NM_028971	Lrrc71|4933430H15Rik|-|3 F1|3|protein-coding	5.20608154688408	1.6248510205778899e-12	2.6855475898083996
NR_002864	Peg13|-|-|15 D3|15|ncRNA	5.1434522350014005	6.39050492157424e-18	6.31339456571883
NM_010559	Il6ra|CD126|IL-6R|Il6r|-|3 F1|3 39.19 cM|protein-coding	5.13784463907288	2.5723862593372497e-18	7.11356773690264
NM_027875	Syde1|1200008N06Rik|BB043000|mSYD1A|-|10 C1|10|protein-coding	5.103487964269941	4.47312005097204e-14	3.43756826047055
NM_001146275	Iigp1|2900074L10Rik|AI046432|AW111922|Ifgga1|Iigp|Irga6|-|18 D3|18|protein-coding	5.05704418440954	2.39066422743945e-12	2.75770753012788
NM_010145	Ephx1|AI195553|Eph-1|Eph1|mEH|-|1 H4|1 84.48 cM|protein-coding	4.88733110339553	3.46635023591344e-16	5.52671997476763
NM_207105	H2-Ab1|AI845868|Abeta|H-2Ab|H2-Ab|I-Abeta|IAb|Ia-2|Ia2|Rmcs1|-|17 B1|17 17.98 cM|protein-coding	4.88507288071754	2.34411499649564e-10	2.12763846800098
NM_010478	Hspa1b|Hsp70|Hsp70-1|Hsp70.1|hsp68|-|17 B1|17 18.5 cM|protein-coding	4.87827787633672	1.35750397149055e-15	4.90991076049851
NM_173036	Gpr97|A030001G24Rik|AW214383|Pb1|Pb99|-|8 D1|8|protein-coding	4.73932709934354	2.79467798352308e-11	2.64160180152835
NM_008076	Gabrr2|-|RP23-12I24.2|4 A5|4 14.64 cM|protein-coding	4.70284195777449	3.5939350355526504e-10	2.20708661758662
NM_178638	Tmem108|AI462967|B130017P16Rik|R74726|-|9 F1|9|protein-coding	4.688544225486741	1.2650989932673498e-10	2.4073558747779704
NM_207205	Igsf3|1700016K10Rik|2810035F16Rik|4833439O17Rik|mKIAA0466|-|3 F2.2|3 44.3 cM|protein-coding	4.67261363495621	1.49935271765346e-10	2.3923139168545697
NM_007405	Adcy6|AC6|mKIAA0422|-|15|15 F|protein-coding	4.66031908212325	3.96624242007919e-15	5.4802891051468094
NM_183319	Xkrx|A630026F04|RP23-182N4.4|X E3|X|protein-coding	4.6400981276975095	2.2007541489546602e-13	3.9109491322084
NM_010389	H2-Ob|A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob|-|17 B1|17 17.98 cM|protein-coding	4.6154298356167	6.9133386110294894e-15	5.41387281760365
NM_182809	Ntrk3|AW125844|Ntrk3_tv3|TrkC|-|7 D3|7 44.01 cM|protein-coding	4.53874945116862	1.8820479227814303e-09	2.05302099542388
NM_026418	Rgs10|2310010N19Rik|-|7 F3|7|protein-coding	4.49128935609946	1.66143189894526e-14	5.737650752939549
NM_001204166	Rapgef4|1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040|RP23-386I18.1|2 C3|2|protein-coding	4.43712490101979	4.07982944520103e-14	5.50139287812608
NR_027919	Bambi-ps1|-|-|2 E5|2|pseudo	4.435461347795269	3.0893321669913104e-14	5.73539773315969
NM_173781	Rab6b|9630015C03|AI844641|C330006L04Rik|D9Bwg0185e|-|9 F1|9 54.88 cM|protein-coding	4.37699250760524	1.68233406233066e-13	4.98435536932754
NM_009238	Sox4|AA682046|Sox-4|RP23-262C6.1|13 A3-A5|13 12.87 cM|protein-coding	4.356387416510279	2.63914516497041e-12	3.8895927779108797
NM_019823	Cyp2d22|2D22|-|15 E2|15|protein-coding	4.3509347060557095	3.99712685416715e-09	2.09071370712714
NM_172696	Inadl|Cipp|Patj|RP23-291M22.2|4 C6|4|protein-coding	4.34340278637452	1.31079874283303e-13	5.37222520746433
NM_053117	Pard6g|2410049N21Rik|Par6a|-|18 E3|18|protein-coding	4.328065473720129	4.34159681053946e-11	3.1371039374232996
NM_013569	Kcnh2|AI326795|ERG1|LQT|Lqt2|M-erg|Merg1|merg1a|merg1b|-|5 A3|5 10.94 cM|protein-coding	4.31596044907254	1.0926550823504799e-10	2.92359846993994
NM_001035533	Akap2|AA959716|AI649048|Akap-2|Akap-kl|B230340M18Rik|Prka2|RP23-334A5.1|4 B3|4|protein-coding	4.26646052305219	7.557444615417479e-13	4.766892106917861
NM_008976	Ptpn14|C130080N23Rik|OTTMUSG00000022087|PTP36|-|1 H6|1 95.03 cM|protein-coding	4.24696666333258	4.1212771279290796e-11	3.31904657198353
NM_001081302	Trio|6720464I07Rik|AA408740|Solo|-|15 B1|15|protein-coding	4.23243596076943	1.49169161094126e-12	4.58043319287854
NM_009706	Arhgap5|p190-B|p190B|-|12 C1|12 22.16 cM|protein-coding	4.23124676652026	1.28692909525797e-11	3.7131974114047903
NM_027455	Qpct|5730422A13Rik|-|17 E3|17|protein-coding	4.19091159883682	7.55026803351165e-11	3.2663897870294702
NM_183201	Slfn5|AI956840|RP23-392I13.5|11 C|11|protein-coding	4.1760089679110095	1.93180412777232e-13	7.04788185083501
NM_008741	Nsg2|-|RP23-71G18.1|11 A4|11|protein-coding	4.16702097917123	1.6620444601978e-13	7.73650122094893
NM_172814	Lrp12|AI848829|C820005L12Rik|LRP-12|-|15 B3.1|15|protein-coding	4.14625975592685	1.22458094673188e-10	3.2245352164593197
NM_029933	Bcl9|2610202E01Rik|8030475K17Rik|A330041G23Rik|Gm130|-|3 F2|3|protein-coding	4.12397728813407	3.2210771992777997e-12	4.744802704361719
NM_011976	Sema4g|AI507908|AW554132|-|19 C3|19|protein-coding	4.12285758305854	2.20426934753615e-09	2.5082695280530096
NM_008227	Hcn3|BCNG-4|Bcng4|Hac3|Hcn4|-|3|3 F2|protein-coding	4.10402068631524	7.47557022127355e-11	3.46985612220088
NM_008939	Prss12|Bssp-3|motopsin|-|3|3 G3|protein-coding	4.07908180367265	2.30775629561801e-08	2.02390419256308
NM_010601	Kcnh3|AU019351|C030044P22Rik|Elk2|Kv12.2|Melk2|-|15 F3|15|protein-coding	4.04322641814017	1.58780795069623e-08	2.15437893646846
NM_029627	Ly6k|2410015A16Rik|3110035B01Rik|mLy-6K|-|-|protein-coding	4.03351939811159	1.74232131766287e-08	2.14543606595892
NM_172525	Arhgap29|6720461J18Rik|A830014I19|AU040217|B130017I01Rik|C76601|Parg1|-|3 G1|3|protein-coding	4.01370201091995	6.60020381268219e-09	2.40713719282215
NM_009801	Car2|AI131712|CAII|Ca2|Car-2|Ltw-5|Lvtw-5|-|3 A1|3 3.23 cM|protein-coding	3.9974981545969905	7.912820474215259e-10	3.0048132176173197
NM_001114332	Slc16a10|2610103N14Rik|9830169E08|Mct10|PRO0813|TAT1|-|10 B1|10|protein-coding	3.99153506822528	1.33589825425299e-11	4.67345334477281
NM_001003912	Arhgef11|B930073M02|E130307F09|PDZ-RhoGEF|Prg|RhoGEF|mKIAA0380|-|3 F1|3|protein-coding	3.98605771340931	1.4775379122716303e-11	4.64201289738943
NM_145938	Rpp40|D8Bwg1265e|Rnasep1|-|13 A3.3|13|protein-coding	3.9430855832317	4.1291044368324306e-08	2.06235441358168
NM_207652	Tsc22d1|AA589566|AW105905|Egr5|TSC-22|Tgfb1i4|Tsc|Tsc22|-|14 D3|14 40.44 cM|protein-coding	3.93491721872935	6.09181056647303e-11	4.12821907118137
NM_011594	Timp2|D11Bwg1104e|Timp-2|RP23-394O9.2|11 E2|11 83.09 cM|protein-coding	3.91647679161725	6.019821327819e-12	5.98613502846917
NM_021568	Pcbp3|AlphaCP-3|-|10|10 B5.1-B5.3|protein-coding	3.8768276438656404	1.0262397969319799e-08	2.51512643777537
NM_010560	Il6st|5133400A03Rik|AA389424|BB405851|CD130|D13Ertd699e|gp130|-|13 D2.2|13 63.73 cM|protein-coding	3.86320957186526	4.785549764831429e-12	8.38916894320714
NM_007483	Rhob|AA017882|Arh6|Arhb|-|12 A1.1|12|protein-coding	3.84015317317989	1.3641324956588301e-11	6.020729052585731
NM_010577	Itga5|Cd49e|Fnra|VLA5|-|15 F3|15 58.9 cM|protein-coding	3.8034015005641	8.485280724148299e-08	2.08116900474399
NM_177715	Kctd12|AU046135|AW538430|Pfet1|Pfetin|-|14 E2.3|14|protein-coding	3.80237386213501	8.44868545490865e-11	4.66868647114139
NM_010234	Fos|D12Rfj1|c-fos|cFos|-|12 D2|12 39.7 cM|protein-coding	3.75789543981462	1.4333910051244098e-11	8.87197146115024
NM_009223	Snn|2810407J07Rik|AI848521|AW547286|-|16|16 A2|protein-coding	3.75707192409032	8.703344928958811e-10	3.6352922468883198
NM_008377	Lrig1|D6Bwg0781e|Img|LIG-1|-|6 D2|6 43.15 cM|protein-coding	3.75489803123085	1.0884856806084998e-10	4.83913246762893
NM_013883	Scmh1|AI315320|AI851618|Scml1|Scml3|RP23-106K5.1|4 D1-D2|4 56.52 cM|protein-coding	3.7428877666332503	6.977452424991901e-10	3.79529288858167
NM_001081337	Sipa1l2|BC058408|mKIAA1389|-|8 E2|8|protein-coding	3.73769690339656	2.18557455290946e-10	4.46276414708313
NM_009911	Cxcr4|CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo|-|1 E4|1 56.43 cM|protein-coding	3.7321352197102797	2.1577135330837602e-11	8.43555875093315
NM_001081426	Dip2c|2900024P20Rik|9630044M06|mKIAA0934|-|13 A1|13|protein-coding	3.71706736744549	3.3976067042830496e-08	2.4728009245789
NM_010735	Lta|LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382|-|17 B1|17 18.59 cM|protein-coding	3.68323810312975	6.75009059477777e-08	2.33805575128175
NM_007395	Acvr1b|6820432J04|ActR-IB|ActRIB|Acvrlk4|Alk4|SKR2|-|15 F2|15 56.48 cM|protein-coding	3.68091463474919	1.66444106070289e-10	5.122575612896441
NR_040432	Gm15708|OTTMUSG00000025583|-|5|5 83.27 cM|ncRNA	3.6363022781494396	2.3867441838558696e-07	2.06222166909239
NM_001081981	Nfix|CTF|NF-I/X|NF1-X|NFI-X|-|8 C1-C2|8 41.02 cM|protein-coding	3.61344740832993	2.7555231623238105e-09	3.6761346967097794
NM_001289925	Egr3|Pilot|-|14 D2|14|protein-coding	3.5809684374863	5.9712719860686e-10	4.865130120057191
NM_001146060	Als2cl|79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018|-|9 F3|9 60.79 cM|protein-coding	3.54069719350833	1.6705458637520502e-10	8.54071234424669
NM_175136	Rnf122|1110063C11Rik|-|8 A3|8|protein-coding	3.53690630367485	4.493360810306321e-09	3.7604716353219905
NM_153550	Dirc2|RCC4|-|16 B3|16|protein-coding	3.5225208665048795	4.74996954168535e-10	5.7541857704782595
NM_028375	Cxx1c|2900027G03Rik|Mar8.1|Mart8a|RP23-479D16.1|X A5|X|protein-coding	3.52115765392093	1.60649897370752e-07	2.39187273693527
NM_001270475	Mical3|C130040D16Rik|Mical-3|mKIAA1364|-|6 F1|6|protein-coding	3.51240330533275	1.58780795069623e-08	3.26606335293186
NM_013915	Zbtb18|RP58|Zfp238|Znf238|-|1|1 H3|protein-coding	3.47848180712621	3.4004126723316496e-09	4.24973933067431
NM_011703	Vipr1|AV071699|VIP-R1|VPAC1|-|9 F4|9 72.5 cM|protein-coding	3.4496974076733102	1.01876974753074e-09	5.705554110992
NM_009155	Sepp1|AU018766|D15Ucla1|Se-P|selp|-|15 A1|15 1.84 cM|protein-coding	3.43497759611988	7.18984856189382e-10	7.000845002663361
NM_008635	Map7|E-MAP-115|MAP-7|Mtap7|R75000|mshi|mste|ste|-|10 A3|10 9.75 cM|protein-coding	3.42859516274207	3.3472289086465002e-09	4.63532905109071
NM_177588	Thnsl1|AW413632|RP23-442K5.2|2 A3|2|protein-coding	3.40931628980067	5.6441447100052904e-08	3.06737834857913
NM_011854	Oasl2|M1204|Mmu-OASL|Oasl|-|5 F|5|protein-coding	3.40720622290159	8.73788138725866e-09	4.05342686346723
NM_001114386	Nedd4l|1300012C07Rik|Nedd4-2|Nedd4b|-|18 E1|18|protein-coding	3.37827691670429	4.283537521404579e-09	4.87584839112798
NM_178220	Arrb1|1200006I17Rik|AW208571|G430100A01Rik|-|7 E2|7 54.09 cM|protein-coding	3.36825730163612	2.13908346883248e-09	5.945178945903679
NM_011578	Tgfbr3|1110036H20Rik|AU015626|AW215636|TBRIII|-|5 E5|5|protein-coding	3.3599633841773797	4.6609837270608e-09	4.96235643327991
NM_025427	Rgcc|1190002H23Rik|Rgc-32|Rgc32|-|14 D3|14|protein-coding	3.3335839727743704	3.849310920342129e-09	5.4778584920118405
NM_011026	P2rx4|AI504491|AW555605|D5Ertd444e|P2X4|-|5 F|5 62.53 cM|protein-coding	3.3214435292394398	1.80916506010019e-08	4.0817578270105805
