Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-12d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logCPM
NM_029723	Dapl1|2310032F03Rik|EEDA|RP23-151F21.4|2|2 C3|protein-coding	5.822173377903769	3.8616166804055997e-19	5.49853149013636
NM_133687	Cxxc5|4930415K17Rik|-|18|18 B3|protein-coding	5.78997258288056	1.45967241079729e-18	5.20831738904133
NM_007932	Eng|AI528660|AI662476|CD105|Endo|S-endoglin|RP23-17P12.4|2 B|2 22.09 cM|protein-coding	5.75094741172129	2.68319860381311e-19	5.83888532106003
NM_008018	Sh3pxd2a|2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5|-|19|19 D2|protein-coding	5.7282066231944295	4.73736895489634e-19	5.75602937340613
NM_011374	St8sia1|9330109E03Rik|GD3S|Sia-T|Siat8|Siat8a|-|6 G3|6 74.78 cM|protein-coding	5.72780776857632	3.9357002020098995e-20	6.58209524353926
NM_030889	Sorcs2|N28137|mKIAA1329|-|5 B3|5|protein-coding	5.70184094171558	4.2037600138005104e-10	2.3591210988474103
NM_001004176	Maml3|AV234550|BC049812|Mam-2|mKIAA1816|-|3 C|3|protein-coding	5.61681881455924	1.1105010740152099e-13	3.50560905251538
NM_178114	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15 F1|15|protein-coding	5.58038692541433	6.23034576915667e-17	4.8027550046262695
NM_183319	Xkrx|A630026F04|RP23-182N4.4|X E3|X|protein-coding	5.3365363285203395	2.33459904433569e-14	3.88809932766607
NM_026639	Art4|4432404K01Rik|ARTC4|DO|DOK1|-|6 G1|6 66.72 cM|protein-coding	5.31587657871154	1.04994568040986e-13	3.6832563133146103
NM_001123327	Qser1|4732486I23Rik|AI502974|RP24-297H17.9|2 E2|2|protein-coding	5.31429712391217	5.28020365827371e-13	3.46913009881409
NM_009721	Atp1b1|Atp4b|Atpb|Atpb-1|NKbeta1|-|1 H2.2|1 71.75 cM|protein-coding	5.06193306308567	2.6825013016983496e-17	7.04633045077642
NM_007982	Ptk2|FAK|FRNK|Fadk|mKIAA4203|p125FAK|-|15 D3|15 33.94 cM|protein-coding	5.04706085661465	1.9636425037942702e-10	2.66793402717011
NM_011346	Sell|AI528707|CD62L|L-selectin|LECAM-1|Lnhr|Ly-22|Ly-m22|Lyam-1|Lyam1|-|1 H2.2|1 71.37 cM|protein-coding	4.94492168786744	3.1010444292324e-17	8.952410419352642
NM_011976	Sema4g|AI507908|AW554132|-|19 C3|19|protein-coding	4.877264082040661	1.1045859317424302e-09	2.51125346370647
NM_029035	Spsb1|1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1|RP23-169H13.1|4 E2|4|protein-coding	4.79179167991696	8.243466573711599e-12	3.53645736569738
NM_011594	Timp2|D11Bwg1104e|Timp-2|RP23-394O9.2|11 E2|11 83.09 cM|protein-coding	4.782839070806309	2.48455141741661e-15	5.921676354806269
NM_007405	Adcy6|AC6|mKIAA0422|-|15|15 F|protein-coding	4.67858487593584	2.21361482036396e-14	5.45884441048063
NM_133918	Emilin1|5830419M17Rik|AW229038|BB105748|EMILIN-1|gp115|-|5 B1|5|protein-coding	4.63994602517387	3.8131602987274905e-12	3.9055577835757593
NM_009656	Aldh2|Ahd-5|Ahd5|-|5|5 F-G1|protein-coding	4.58884653128241	1.2529169500727498e-09	2.7918717736109704
NM_001042605	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	4.58465444899389	2.33557387525402e-12	4.05391155327042
NM_178615	Rgmb|1110059F19Rik|DRAGON|-|17 A2|17|protein-coding	4.583769042575519	7.86419974967998e-11	3.3421554851059403
NM_144800	Mtss1|2310003N14Rik|BC024131|D130001D01Rik|Mim|mKIAA0429|-|15 D1|15|protein-coding	4.5618562295727	2.2240892342646101e-13	4.913309841406099
NM_009223	Snn|2810407J07Rik|AI848521|AW547286|-|16|16 A2|protein-coding	4.55789674443434	1.92556425160565e-11	3.5959118186426697
NM_207105	H2-Ab1|AI845868|Abeta|H-2Ab|H2-Ab|I-Abeta|IAb|Ia-2|Ia2|Rmcs1|-|17 B1|17 17.98 cM|protein-coding	4.521443352985419	4.02050392855129e-08	2.18671145009438
NM_028817	Acsl3|2610510B12Rik|Acs3|C85929|Facl3|Pro2194|-|1 C4|1 40.84 cM|protein-coding	4.44245497830679	7.99885045604414e-08	2.11541386026495
NM_010559	Il6ra|CD126|IL-6R|Il6r|-|3 F1|3 39.19 cM|protein-coding	4.440595942270231	2.7352849076018202e-14	7.110336635558469
NM_027875	Syde1|1200008N06Rik|BB043000|mSYD1A|-|10 C1|10|protein-coding	4.42010050474932	8.343068525322371e-11	3.4676471510659903
NM_001162532	Fam174b|-|-|7|7|protein-coding	4.36249898248946	1.24684718098592e-08	2.58474131112327
NM_001198823	App|Abeta|Abpp|Adap|Ag|Cvap|E030013M08Rik|betaApp|-|16 C3-qter|16 46.92 cM|protein-coding	4.3396052515832	3.75854583316337e-11	3.9149062122472995
NM_007719	Ccr7|CD197|Cdw197|Cmkbr7|EBI1|Ebi1h|RP23-80N1.2|11 D|11|protein-coding	4.32046955936637	5.39702708653688e-14	8.66961472053682
NM_029933	Bcl9|2610202E01Rik|8030475K17Rik|A330041G23Rik|Gm130|-|3 F2|3|protein-coding	4.305296302008061	3.3222258958014797e-12	4.72097892910755
NM_001081462	Gtf2ird1|1700012P16Rik|BEN|Cream1|ESTM9|GTF3|Gtf2il|MusTRD1|Tg(Alb1-Myc)166.8Sst|WBSCR11|X83320|-|5 G2|5 74.55 cM|protein-coding	4.304408838962121	3.56475743202864e-11	3.9670414325128402
NM_001270475	Mical3|C130040D16Rik|Mical-3|mKIAA1364|-|6 F1|6|protein-coding	4.30329362920904	6.63327631391534e-10	3.22786652522317
NM_013454	Abca1|ABC-1|Abc1|RP23-95M14.8|4 A5-B3|4 28.57 cM|protein-coding	4.1668561767911605	9.66759551647927e-12	4.85795429079153
NM_019731	Nme4|2610027N22Rik|2810024O08Rik|5730493H09Rik|NM23-M4|Nm23M4|-|17|17 B1|protein-coding	4.15745578304442	1.69903021077738e-07	2.15534200271154
NM_011299	Rps6ka2|90kDa|D17Wsu134e|Rps6ka-rs1|Rsk3|p90rsk|pp90rsk|-|17 F4|17 4.7 cM|protein-coding	4.15745578304442	1.69903021077738e-07	2.15534200271154
NM_001081212	Irs2|Irs-2|-|8 A1.1|8 5.35 cM|protein-coding	4.14019698816622	4.692325313956829e-11	4.29905701115386
NM_010768	Matk|CHK|HYL|Ntk|-|10 C1|10 39.72 cM|protein-coding	4.12453845011519	6.580149273055939e-11	4.1619123572104
NM_182809	Ntrk3|AW125844|Ntrk3_tv3|TrkC|-|7 D3|7 44.01 cM|protein-coding	4.117141382268319	2.40297785173409e-07	2.11931293011702
NM_145227	Oas2|Oasl11|-|5 F|5 60.64 cM|protein-coding	4.10901426837837	1.57052790664216e-11	4.8438784097163605
NM_011770	Ikzf2|A730095J18Rik|Helios|Zfpn1a2|Znfn1a2|-|1 C3|1|protein-coding	4.05628319036306	4.38474150586282e-11	4.53627707992841
NM_173744	Tdrp|2610019F03Rik|-|8 A1.1|8|protein-coding	4.04937270972986	2.19470187901037e-12	7.05032510071813
NM_016851	Irf6|AI876454|E230028I05Rik|mirf6|-|1 H6|1 97.6 cM|protein-coding	4.04376128185907	4.973284258005239e-07	2.0539436460520903
NM_001114332	Slc16a10|2610103N14Rik|9830169E08|Mct10|PRO0813|TAT1|-|10 B1|10|protein-coding	4.0403377038287	4.10741505506815e-11	4.6564336875850705
NM_001289925	Egr3|Pilot|-|14 D2|14|protein-coding	4.04027043218477	2.94908675912175e-11	4.8186706833575395
NM_010560	Il6st|5133400A03Rik|AA389424|BB405851|CD130|D13Ertd699e|gp130|-|13 D2.2|13 63.73 cM|protein-coding	3.99418913628078	2.49259355924559e-12	8.35138246892689
NM_010617	Kif13a|4930505I07Rik|mKIAA4109|-|13|13 B1|protein-coding	3.9866423246338702	3.78229443101237e-08	2.79432418663701
NM_028971	Lrrc71|4933430H15Rik|-|3 F1|3|protein-coding	3.9485330024417697	5.61669737446177e-08	2.75992291106764
NM_008321	Id3|Hlh462|Idb3|bHLHb25|RP23-118A9.1|4 D3|4 68.34 cM|protein-coding	3.9375830995882004	4.692325313956829e-11	5.151365895420559
NM_001001881	2510009E07Rik|AI194952|-|16 B1|16|protein-coding	3.87162079212446	1.3818116421844598e-07	2.53070762948139
NM_001146275	Iigp1|2900074L10Rik|AI046432|AW111922|Ifgga1|Iigp|Irga6|-|18 D3|18|protein-coding	3.8671737633258902	5.485937503777361e-08	2.83056303047728
NM_028394	Hspb11|2900042B11Rik|IFT25|-|4 C7|4|protein-coding	3.81267826355383	6.7226109203476e-07	2.2979833945841097
NM_177741	Ppp1r3b|6430576E21|AW821953|GL|PTG|-|8 A4|8|protein-coding	3.77448321838444	2.8755564212593202e-06	2.05797096796198
NM_010118	Egr2|Egr-2|Krox-20|Krox20|NGF1-B|Zfp-25|Zfp-6|-|10 B5|10 34.96 cM|protein-coding	3.7483296431909	9.03683852788585e-09	3.53535309336146
NM_011182	Cyth3|AI648983|ARNO3|CLM3|Grp1|Pscd3|-|5 G2|5 82.36 cM|protein-coding	3.7309324164358904	8.72213241657657e-10	4.532721522191361
NM_172696	Inadl|Cipp|Patj|RP23-291M22.2|4 C6|4|protein-coding	3.71892660174008	2.5566514280668e-10	5.387416814344291
NM_175381	2700081O15Rik|AI255177|AI848741|AW742297|-|19 A|19|protein-coding	3.71336691099209	2.24593020260142e-09	4.17234566409198
NM_001033405	Treml2|AW049306|Gm750|Tlt2|-|17 C|17|protein-coding	3.6981643395101296	9.59979579601929e-11	7.03834150022272
NM_009846	Cd24a|Cd24|HSA|Ly-52|nectadrin|-|10 B2|10 23.01 cM|protein-coding	3.68391640639592	5.7628841030150196e-08	3.12837963787345
NM_016956	Hbb-b2|AI036344|Hbb2|Hbbt2|beta2|-|7 E3|7 54.85 cM|protein-coding	3.6279621401112	9.246243875899631e-08	3.0781874601751
NM_008220	Hbb-bt|Beta-t|-|7|7|protein-coding	3.6279621401112	9.246243875899631e-08	3.0781874601751
NM_009801	Car2|AI131712|CAII|Ca2|Car-2|Ltw-5|Lvtw-5|-|3 A1|3 3.23 cM|protein-coding	3.5911907004227595	1.3542856759847e-07	3.04529795764108
NM_001290758	Tlr7|-|RP23-139P21.3|X F5|X|protein-coding	3.5879108425241397	2.2482220648210302e-07	2.8303424712744905
NM_022327	Ralb|5730472O18Rik|-|1|1 E2|protein-coding	3.55649937326477	3.0437180443660197e-07	2.80242753250826
NM_013569	Kcnh2|AI326795|ERG1|LQT|Lqt2|M-erg|Merg1|merg1a|merg1b|-|5 A3|5 10.94 cM|protein-coding	3.52588783558952	2.43944873102803e-07	2.9870794701413304
NM_026641	Ift80|4921524P20Rik|Wdr56|mKIAA1374|-|3|3 E2|protein-coding	3.51679588262754	1.00157696283214e-09	6.22499216872368
NM_011854	Oasl2|M1204|Mmu-OASL|Oasl|-|5 F|5|protein-coding	3.4652338677541	2.90485224906277e-08	4.0412693372735795
NM_001285805	Zbtb20|1300017A20Rik|7330412A13Rik|A930017C21Rik|D16Wsu73e|DPZF|HOF|ODA-8S|Oda8|Zfp288|RP23-283M18.1|16 B4|16 28.44 cM|protein-coding	3.42701144538779	6.51669337539553e-06	2.2970432991131102
NR_040432	Gm15708|OTTMUSG00000025583|-|5|5 83.27 cM|ncRNA	3.40785534017129	8.51843778473315e-06	2.12188241411229
NM_011861	Pacsin1|A830061D09Rik|H74|mKIAA1379|syndapin|-|17 B1|17|protein-coding	3.39474398282076	6.76555030681321e-09	5.358321216148821
NM_022888	Folr4|0910001L11Rik|C86255|Folbp3|Juno|-|9 A2|9|protein-coding	3.38604108651871	2.5606518367241e-06	2.5332892543959997
NM_026418	Rgs10|2310010N19Rik|-|7 F3|7|protein-coding	3.37264017453138	5.96310179988057e-09	5.78412376711301
NM_009924	Cnr2|CB-2|CB2|CB2-R|RP23-161N17.5|4 D3|4|protein-coding	3.3681206466430895	1.20069881958795e-08	5.14863457381893
NM_001081981	Nfix|CTF|NF-I/X|NF1-X|NFI-X|-|8 C1-C2|8 41.02 cM|protein-coding	3.3549249181555	1.15524851032303e-07	3.6953435468776203
NM_194344	Sh3tc1|4631428G15|BC024909|-|5 B3|5|protein-coding	3.3315310447240494	1.44910519940168e-05	2.2140305911412
NM_008908	Ppic|CyP-20c|-|18 D1|18|protein-coding	3.3297272825675397	6.83630557857886e-08	4.04982404720285
NM_025664	Snx9|2700073N08Rik|SDP1|SH3PX1|-|17 A1|17 3.51 cM|protein-coding	3.2774247877527003	2.60700909833417e-06	2.7679077311531204
NM_198297	Trat1|C030046M14Rik|Tcrim|Trim|-|16 B5|16|protein-coding	3.2717192357377005	6.60233686109094e-08	4.39395760694702
NM_001029868	Pdzd4|B230341P03|D130075J17Rik|Kiaa1444-hp|LU1|PDZRN4L|Pdzk4|Pdzrnk4l|Xlu|RP23-373N8.6|X A7.3|X|protein-coding	3.2710545239334796	2.43901410741408e-05	2.1617518960988797
NM_001278161	Hbb-b1|AA409645|Hbb1|Hbbt1|Hbbt2|MommeD7|beta1|-|7 E3|7 54.85 cM|protein-coding	3.24265104931944	3.58794767952637e-08	5.20366969695038
NM_001201391	Hbb-bs|Beta-s|Hbbt1|Hbbt2|-|7|7|protein-coding	3.24265104931944	3.58794767952637e-08	5.20366969695038
NM_031880	Tnk1|Kos1|Tnk1a|Tnk1b|RP23-422L16.12-002|11 B3|11|protein-coding	3.22284792648716	6.38895227301238e-06	2.61883392639661
NM_001253857	Tet1|2510010B09Rik|AA517754|BB001228|Cxxc6|D10Ertd17e|LCX|mKIAA1676|-|10 B4|10 32.48 cM|protein-coding	3.2183247747794996	8.249661084979531e-08	4.68154349688338
NM_001035533	Akap2|AA959716|AI649048|Akap-2|Akap-kl|B230340M18Rik|Prka2|RP23-334A5.1|4 B3|4|protein-coding	3.21812657323561	6.472598543141191e-08	4.82364244468727
NM_008377	Lrig1|D6Bwg0781e|Img|LIG-1|-|6 D2|6 43.15 cM|protein-coding	3.21557946432019	6.67118971695943e-08	4.86583251125848
NM_010601	Kcnh3|AU019351|C030044P22Rik|Elk2|Kv12.2|Melk2|-|15 F3|15|protein-coding	3.21036950078315	2.1038856213591896e-05	2.25147967183917
NM_011403	Slc4a1|Ae1|CD233|Empb3|l11Jus51|RP23-461C4.8|11 D|11 66.29 cM|protein-coding	3.1971372109039597	4.1869668334324896e-05	2.0981801168772702
NM_001005426	Zcwpw1|Gm1053|-|5 G2|5|protein-coding	3.18998551268923	1.49515007062051e-06	3.11253820433779
NM_013883	Scmh1|AI315320|AI851618|Scml1|Scml3|RP23-106K5.1|4 D1-D2|4 56.52 cM|protein-coding	3.1415320993609397	5.09103377101794e-07	3.84075426107403
NM_001008791	Whrn|1110035G07Rik|AW122018|AW742671|C430046P22Rik|Dfnb31|wi|RP23-340H1.8|4 C1|4 33.97 cM|protein-coding	3.1053489905325895	1.63070822550763e-05	2.40819221832313
NM_008539	Smad1|AI528653|Madh1|Madr1|Mlp1|MusMLP|-|8 C2|8|protein-coding	3.0963767929587998	2.91309097071146e-07	4.4429389286960195
NR_033510	1500017E21Rik|-|-|19 C2|19|ncRNA	3.04666225323911	7.3154875540963e-05	2.1113712909601
NM_001083955	Hba-a2|-|-|11|11 18.87 cM|protein-coding	3.03290362268556	1.6904738168770902e-06	3.61173717671111
NM_008218	Hba-a1|Hba|Hba1|Hbat1|-|11 A4|11 18.86 cM|protein-coding	3.03290362268556	1.6904738168770902e-06	3.61173717671111
NM_021568	Pcbp3|AlphaCP-3|-|10|10 B5.1-B5.3|protein-coding	2.9879345002957702	2.0504035211646e-05	2.61194610004244
NM_001003912	Arhgef11|B930073M02|E130307F09|PDZ-RhoGEF|Prg|RhoGEF|mKIAA0380|-|3 F1|3|protein-coding	2.9675435784835695	6.48507471241459e-07	4.71033490640757
NM_009667	Ampd3|-|-|7 E2-E3|7 57.85 cM|protein-coding	2.95689102471873	2.93184755189272e-06	3.67919499009734
NM_178922	Hic2|AA409108|HRG22|mKIAA1020|-|16|16 B1|protein-coding	2.95559905555606	5.72422778025696e-05	2.3890312940875695
NM_011579	Tgtp1|Gtp2|Irgb6|Mg21|Tgtp|RP23-269N23.1|11 B1.2|11|protein-coding	2.95116199980059	4.26403403383834e-06	3.49322528392133
NM_172814	Lrp12|AI848829|C820005L12Rik|LRP-12|-|15 B3.1|15|protein-coding	2.93327496062843	6.37101482743559e-06	3.32528868566339
NM_001081072	Slc27a6|4732438L20Rik|FACVL2|FATP6|VLCS-H1|-|18 D3|18|protein-coding	2.9222672993113	0.000192733043643379	2.00617078941883
NM_011578	Tgfbr3|1110036H20Rik|AU015626|AW215636|TBRIII|-|5 E5|5|protein-coding	2.92168644453295	8.032759484068741e-07	4.98781844105736
NM_011136	Pou2af1|BOB.1|Bob-1|Bob1|OBF-1|OBF.1|OCA-B|OCAB|-|9 A5.3|9|protein-coding	2.9061372041324502	7.666937484089349e-06	3.40527682462314
NM_001081302	Trio|6720464I07Rik|AA408740|Solo|-|15 B1|15|protein-coding	2.89819596867216	1.38944012015797e-06	4.67041671784134
