Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logFC	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 FDR	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logCPM
NM_011057	Pdgfb|PDGF-B|Sis|-|15 E|15 37.85 cM|protein-coding	5.95281747367673	6.15813062250154e-16	3.4131917779647596
NM_019549	Plek|2010300B13Rik|RP23-348N2.1|11 A2|11 9.41 cM|protein-coding	5.895941663450491	4.52398403705513e-22	7.7373746237274
NM_001163610	Nhsl2|1110062M06Rik|6430511F03|AI225852|AW488865|EG621083|ENSMUSG00000073037|Gm10456|RP23-448C18.1|X D|X|protein-coding	5.8915994149354605	3.6952375095957793e-19	4.73840516372737
NR_104577	0610040F04Rik|-|RP23-131B11.3|6 E2|6|ncRNA	5.79916979540096	1.0996447588101e-12	2.31166761389442
NM_146001	Hip1|2610109B09Rik|A930014B11Rik|E130315I21Rik|mKIAA4113|-|5 F-G2|5 75.18 cM|protein-coding	5.72392704307688	1.9138840993113499e-19	5.37356283263487
NM_027881	Osbpl3|1200014M06Rik|6720421I08Rik|A530055M08|ORP3|OSBP3|-|6|6 B3|protein-coding	5.719606355453191	5.12572818506025e-20	5.9159281123986895
NM_198000	1700001O22Rik|1700113K14Rik|4930549G18Rik|RP23-221O14.1|2 B|2|protein-coding	5.7112778520019605	1.0625604144859401e-14	3.1792643202447497
NM_009251	Serpina3g|2A2|AI119734|Spi2-1|Spi2/eb.1|Spi2A|spi2|-|12 E|12|protein-coding	5.6740844821161796	8.15760824118772e-18	4.434272168700099
NM_033078	Klrk1|D6H12S2489E|NKG2-D|Nkg2d|-|6 F3|6 63.44 cM|protein-coding	5.670382910182611	7.12064632010866e-21	7.6026716407798896
NM_031376	Pik3ap1|1810044J04Rik|BCAP|-|19|19 D1|protein-coding	5.6204146759113005	2.75797826939095e-19	5.671669857855691
NM_008013	Fgl2|AI385601|musfiblp|-|5 A3|5 9.83 cM|protein-coding	5.6153720122083	7.50916116394245e-18	4.55514600043413
NM_024413	Plekhf1|1810013P09Rik|APPD|LAPF|PHAFIN1|ZFYVE15|-|7|7 B1|protein-coding	5.610860821038481	8.61599372117989e-12	2.13214647281723
NM_010730	Anxa1|Anx-1|Anx-A1|C430014K04Rik|Lpc-1|Lpc1|-|19 B|19 13.83 cM|protein-coding	5.5589228280688	2.18628848143146e-18	5.10642383096816
NM_025451	Camk2n1|1810006K23Rik|AI848599|AI891706|RP23-25C1.11-001|4 D3|4|protein-coding	5.54947685815597	1.03649571637684e-16	4.1099520474787
NM_001145953	Lgals3|GBP|L-34|Mac-2|gal3|-|14 C1|14|protein-coding	5.545716951299339	9.18338984307864e-19	5.390689566958329
NM_009910	Cxcr3|Cd183|Cmkar3|RP23-49C8.4|X D|X 44.58 cM|protein-coding	5.462526488720179	5.286038824310509e-20	8.36609065419384
NM_007484	Rhoc|AI324259|Arh9|Arhc|-|3 F2.2|3|protein-coding	5.4051138941896495	1.71830323676879e-11	2.3264052341489703
NM_011204	Ptpn13|AI324989|PTP-BL|PTPL1|Ptpri|RIP|-|5 E-F|5 50.43 cM|protein-coding	5.39991692372999	3.7738840394927395e-17	4.71306083078563
NM_008153	Cmklr1|ChemR23|DEZ|Gpcr27|mcmklr1|-|5 F|5|protein-coding	5.357962526810749	3.5359269411745097e-12	2.58736587249179
NM_013542	Gzmb|AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB|-|14 D3|14 28.19 cM|protein-coding	5.3362699380878205	7.16933105994979e-19	6.77905135881415
NM_198100	Tbkbp1|3110043L15Rik|ProSAPiP2|SINTBAD|RP23-81D2.2|11 D|11|protein-coding	5.2897191035586	7.07886155437269e-17	4.78857857319167
NM_009848	Entpd1|2610206B08Rik|AA408691|Cd39|NTPDase-1|-|19 C3|19 34.25 cM|protein-coding	5.28961228815594	1.61458110232235e-14	3.4880105241243
NM_183224	Fam19a3|7530404M11Rik|TAFA3|Tafa-3|-|3 F2.2|3|protein-coding	5.2723031439560195	4.5782828354335604e-14	3.3232597858358903
NM_023612	Esm1|0610042H23Rik|AV004503|ESM-1|-|13 D2.2|13|protein-coding	5.233810115906469	1.9342825765204503e-13	3.12127517707164
NM_008982	Ptprj|AI450271|BET|Byp|CD148|DEP-1|PTPbeta2|Ptpb2|RPTPJ|Scc-1|Scc1|RP24-113P16.2|2 E1-2|2 50.19 cM|protein-coding	5.19780859458583	3.1877071649675e-17	5.407314537639491
NM_153094	Klrb1f|A630024B12Rik|Nkr-p1f|Nkrp1-f|Nkrp1f|-|6 F3|6|protein-coding	5.19723487884042	1.87310577565049e-11	2.4343679179169704
NM_011338	Ccl9|CCF18|MRP-2|Scya10|Scya9|RP23-320E6.3|11 C|11 50.81 cM|protein-coding	5.1909780614925705	1.27596823811784e-14	3.6501285305099302
NM_001170867	Ncald|AI848120|D030020D09Rik|D15Ertd412e|-|15 B3.1|15 14.94 cM|protein-coding	5.17603104169703	3.1827917867496396e-17	5.48743536732848
NM_010170	F2rl2|F730031A08|PAR3|-|13 D1|13 50.38 cM|protein-coding	5.1757565989812	4.4152699457304195e-16	4.55920761814285
NM_011498	Bhlhe40|Bhlhb2|C130042M06Rik|CR8|Clast5|Dec1|Sharp2|Stra13|Stra14|-|6|6 E-F1|protein-coding	5.12759629354465	7.50916116394245e-18	6.89423381145013
NM_001191044	Ddx43|ENSMUSG00000070291|OTTMUSG00000019690|-|9 E1|9|protein-coding	5.105214600772469	4.21756123385239e-10	2.04258608247719
NM_145535	Sdcbp2|-|RP23-419G21.7|2 G3|2|protein-coding	5.06216561746866	2.8709783644385297e-16	4.96512244627488
NM_175088	Mdfic|Kdt1|Mdfid|-|6 A1|6|protein-coding	5.05990058048876	1.0965769402413099e-16	5.43867972964774
NM_029440	Wdr95|4930434E21Rik|-|5 G3|5|protein-coding	5.003552666168201	1.20647425992889e-15	4.67367637798381
NM_181819	Wfikkn2|2610304F08Rik|AY100450|Gasp1|WFIKKNRP|RP23-244C22.2|11|11 C|protein-coding	4.89657720697447	1.70029269726499e-16	6.410525282864809
NM_001080780	Ret|PTC|RET51|RET9|c-Ret|-|6 E3-F1|6 55.86 cM|protein-coding	4.896478113470099	7.39447863040743e-13	3.2453868943712
NM_030887	Jdp2|Jundm2|Jundp2|TIF|-|12|12 D3|protein-coding	4.87006188619155	1.1948740435318e-10	2.3757657404703902
NM_001045513	Raph1|9430025M21Rik|C730009O10Rik|Lpd|-|1 C2|1|protein-coding	4.848775460333719	4.82070669260646e-15	4.670087090887139
NM_153142	Slc35e4|A330108F03Rik|AI414849|AI536442|RP23-128G5.5|11 A1|11|protein-coding	4.8057870681329105	9.10119699233677e-12	2.87788829773931
NM_134082	Farp1|AW228844|BC030329|Cdep|-|14 E5|14|protein-coding	4.77026555605241	8.95707108176328e-14	4.03960912202296
NM_023044	Slc15a3|Ci1|cI-1|-|19|19 B|protein-coding	4.72129373715147	1.62233649582685e-10	2.44861003414766
NM_183424	Qrfp|P518|RP23-65P13.5|2 B|2|protein-coding	4.602793817198731	6.16020605730916e-12	3.2014623116854195
NM_025404	Arl4d|1110036H21Rik|ARL6|AW456149|Arf4l|Arfl4|Arl5|RP23-382C19.6|11 D|11|protein-coding	4.59497851043912	2.51114960193614e-14	5.1670884033
NM_007765	Crmp1|CRMP-1|DRP-1|Dpysl1|ULIP-3|Ulip3|-|5 B3|5 19.96 cM|protein-coding	4.5907254495087	7.096914469790631e-12	3.1900460417988397
NM_033149	B3galt5|1190002B21Rik|AU045265|b3Galt-V|-|16 C4|16|protein-coding	4.58591911089653	6.797250385069981e-10	2.321663283748
NM_010683	Lamc1|Lamb2|-|1 G3|1 65.3 cM|protein-coding	4.56830110793145	1.3578553366910199e-13	4.40164071899992
NM_001145799	Ctla2a|Ctla-2a|-|13 B2|13 32.56 cM|protein-coding	4.50074831753824	8.090799763976141e-15	7.15713168548828
NM_133662	Ier3|AI663993|IEX-1|cI-3|gly96|-|17 B1|17|protein-coding	4.4807699600300595	8.95707108176328e-14	4.97291725288812
NM_019418	Tnfsf14|HVEM-L|HVEML|LIGHT|LTg|Ly113|-|17|17 D-E1|protein-coding	4.46628800034171	4.5782828354335604e-14	5.56962787273952
NM_001099217	Ly6c2|Ly-6C.2|Ly-6C2|-|15 D3|15|protein-coding	4.4459622680443704	9.43523188705115e-15	8.91507881116632
NM_013652	Ccl4|AT744.1|Act-2|MIP-1B|Mip1b|Scya4|RP23-320E6.8|11 C|11 51.09 cM|protein-coding	4.416833878367441	6.847562910898311e-13	4.30293319675065
NM_153590	Klre1|Klre-1|NKG2I|-|6 F3|6|protein-coding	4.39625114572366	1.7298341425505802e-09	2.32937355226887
NM_011176	St14|Epithin|MT-SP1|Prss14|Tmprss14|mCAP3|matriptase|-|9 A4|9 16.61 cM|protein-coding	4.37800170758469	1.36040160636777e-11	3.5250176053124
NM_009545	Pcgf2|Mel18|Rnf110|Zfp144|mel-18|RP23-94N18.7|11 C1-C3|11 61.06 cM|protein-coding	4.35935699279681	6.084935680647231e-12	3.7783883364705098
NM_001134385	Gpr160|1700025D19Rik|GPCR150|-|3|3 B|protein-coding	4.35110074133025	5.373044842706731e-12	3.83105911000159
NM_009655	Alcam|AI853494|BEN|CD166|DM-GRASP|MuSC|SC1|-|16 B5|16|protein-coding	4.34879850016841	1.89934501934084e-11	3.49750325228058
NM_009851	Cd44|AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1|RP23-203N8.3|2 E2|2 54.13 cM|protein-coding	4.33003378381457	5.3882006963854404e-14	7.40048423608389
NM_008367	Il2ra|CD25|Il2r|Ly-43|-|2 A2-A3|2 8.91 cM|protein-coding	4.30993826737707	4.21796735133833e-12	4.01147743047215
NM_181315	Car5b|7330410H16Rik|CAVB|Ca5b|CarVb|D730005F19Rik|RP23-391L6.3|X F5|X|protein-coding	4.28548570486097	5.7407760028828296e-11	3.19518769191103
NM_027982	Ppm1j|2310008J22Rik|PP2Czeta|Ppp2cz|-|3|3 F3|protein-coding	4.23883013602114	3.8042159953423e-13	5.8638985956758205
NM_013649	Ryk|AW536699|ERK-3|Vik|-|9 F1|9 54.72 cM|protein-coding	4.234135792622009	1.83704721529526e-09	2.4885060301098396
NM_007609	Casp4|Casp11|Caspl|ich-3|-|9 A1|9 2.46 cM|protein-coding	4.21937973476251	2.55804237845991e-10	2.94540947664707
NM_001093766	Myadm|D7Wsu62e|-|7 A1|7 1.92 cM|protein-coding	4.2081473847915	6.634745116489351e-11	3.43801131546018
NM_023049	Asb2|1110008E15Rik|-|12 E|12 52.9 cM|protein-coding	4.18765263193938	1.34598646250496e-08	2.13628617633746
NM_144919	Hdac11|-|-|6 D1|6|protein-coding	4.14383367548072	2.1392794868591397e-08	2.09597964610478
NM_009807	Casp1|ICE|Il1bc|-|9 A1|9 2.46 cM|protein-coding	4.14371080692357	6.796834737086869e-12	4.46687824483478
NM_001145920	Runx2|AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a|-|17 B3|17 21.33 cM|protein-coding	4.107714571984451	8.690360672762879e-13	6.83472511279847
NM_011851	Nt5e|2210401F01Rik|AI447961|CD73|NT|Nt5|eNT|-|9|9 E3.2|protein-coding	4.10143698066671	1.7478789593604e-12	5.78681933256341
NM_001033290	Gpr55|Gm218|Lpir1|-|1 C5|1|protein-coding	4.088177714423	5.689501874752321e-11	3.75141884373052
NM_001163539	5430427O19Rik|-|RP23-311G7.1|X|X B|protein-coding	4.08618307942962	2.53550886716078e-11	4.15917335285699
NM_001015046	Rap1gap2|AU067654|Garnl4|Gm1561|mKIAA1039|RP23-20M18.15|11 B5|11|protein-coding	4.0157554873331	3.1786697515091802e-12	6.377284928646129
NM_010578	Itgb1|4633401G24Rik|AA409975|AA960159|CD29|ENSMUSG00000051907|Fnrb|Gm9863|gpIIa|-|8 E2|8|protein-coding	4.01248620886846	1.36411125059149e-12	10.0454154438013
NM_008365	Il18r1|Il18ralpha|Il1rrp|-|1 B|1|protein-coding	4.00837086387989	1.4803352504843898e-12	9.01866612113465
NM_001161712	Gcat|AI526977|Kbl|-|15 E1|15 37.7 cM|protein-coding	3.9938728981230898	6.750669505543029e-09	2.52060833037811
NM_008036	Fosb|-|-|7 A2-B1|7 9.56 cM|protein-coding	3.9700458419755695	2.90623589548827e-12	7.9005051821337595
NM_013753	Pald1|MMPAL|Pald|mKIAA1274|-|10 B4|10|protein-coding	3.9583213043612497	5.9425164387812305e-08	2.0886303835599302
NM_028013	Endod1|2210414F18Rik|2310067E08Rik|C85344|-|9|9 A3|protein-coding	3.9474911495007796	2.1832983859922602e-11	4.87422389169039
NM_008716	Notch3|AW229011|N3|hpbk|-|17 B1|17 17.37 cM|protein-coding	3.9359378162937797	5.07299028547175e-09	2.6828181633053396
NM_001159901	Hopx|1110018K11Rik|1200015P04Rik|2300002F06Rik|AI848177|AW490897|Cameo|Hdop|Hod|Hop|Ob1|Obl|Toto|-|5 C3.3|5|protein-coding	3.9254587937261802	5.373044842706731e-12	7.330834038280329
NM_008737	Nrp1|C530029I03|NP-1|NPN-1|Npn1|Nrp|-|8 E|8 75.78 cM|protein-coding	3.9146407044799303	2.27647277608281e-11	5.12318654614655
NM_001256042	Hsf4|HSF 4|HSTF 4|HSTF4|ldis1|mHSF4|-|8|8 D1|protein-coding	3.89698943153454	3.1642203056157704e-08	2.31062509124424
NM_010567	Inppl1|51C|SHIP2|-|7 F1|7|protein-coding	3.89133360719355	6.910525395423891e-10	3.45905805010433
NM_001081166	Phf21b|A730032D07Rik|-|15 E2|15|protein-coding	3.8531494730173903	1.07063608938262e-09	3.4237533974590497
NM_001146325	Tigit|ENSMUSG00000071552|Vstm3|-|16 B4|16|protein-coding	3.82508320703138	4.30130558978035e-09	2.9338362162708504
NM_013820	Hk2|AI642394|HKII|-|6 C3|6 35.94 cM|protein-coding	3.75883803580815	1.04048884335008e-09	3.81462229218666
NM_011597	Tjp2|ZO-2|-|19 C1|19|protein-coding	3.72526374390376	1.54486607086403e-07	2.15455551527456
NM_028679	Irak3|4833428C18Rik|AI563835|IRAK-M|-|10 D2|10|protein-coding	3.7060232427079702	8.895022240535908e-09	3.1076445615079202
NM_007585	Anxa2|AW215814|Cal1h|CT009708.1|9 C|9 38.58 cM|protein-coding	3.6962759245135097	1.2956269916149999e-10	5.7722822200280595
NM_001037722	Adam15|MDC15|metargidin|-|3 F1|3 39.07 cM|protein-coding	3.67827871010039	3.25393922797034e-08	2.6342865305634104
NM_001033380	Itpripl2|C130081G24|E030018N11Rik|-|7 F1|7|protein-coding	3.66380445995627	1.48910194054068e-09	3.9868548432961806
NM_027533	Tspan2|6330415F13Rik|B230119D02Rik|tspan-2|-|3|3 F3|protein-coding	3.6460806074542003	3.41393784303471e-08	2.6900476409190204
NM_001033308	Themis2|ICB-1|RP23-442A20.5|4 D2.3|4|protein-coding	3.6409603717651997	8.25270527642256e-09	3.2843819336595694
NM_010304	Gna15|G[a]15|Galpha15|-|10 C1|10 39.72 cM|protein-coding	3.6107191589541103	2.84882574277347e-10	5.98360414474482
NM_134133	Smim3|2010002N04Rik|AI195350|AW561905|Nid67|cI-41|-|18 D3|18|protein-coding	3.60203968768088	7.27658348515311e-08	2.5651713488776697
