Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGhi-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGhi-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGhi-LCMV-7d vs. RNA-LCMV-0d logCPM
NM_008417	Kcna2|Akr6a4|ENSMUSG00000074335|Gm10672|Kca1-2|Kv1.2|Mk-2|-|3 F2.3|3 46.61 cM|protein-coding	8.97355448325573	2.65915028113359e-29	5.37722838191561
NM_016894	Ramp1|9130218E19Rik|-|1 D|1 46.08 cM|protein-coding	8.75434571641459	4.27687621167211e-28	5.1589611513636395
NM_145933	St6gal1|AW742324|Siat1|St6Gal-I|St6gal|St6galI|-|16 B1|16 14.03 cM|protein-coding	8.72435468799913	1.0512015423097198e-34	7.49292364670851
NM_026639	Art4|4432404K01Rik|ARTC4|DO|DOK1|-|6 G1|6 66.72 cM|protein-coding	8.69500184596616	1.4958083727467599e-21	3.63401156694969
NM_011374	St8sia1|9330109E03Rik|GD3S|Sia-T|Siat8|Siat8a|-|6 G3|6 74.78 cM|protein-coding	8.62343834345444	2.65096503729158e-32	6.5715897551333295
NM_011346	Sell|AI528707|CD62L|L-selectin|LECAM-1|Lnhr|Ly-22|Ly-m22|Lyam-1|Lyam1|-|1 H2.2|1 71.37 cM|protein-coding	8.411743589541281	2.0770127700369395e-35	8.92758068511093
NM_022995	Pmepa1|2210418I02Rik|AW455466|Erg1.2|N4wbp4|Stag1|Tmepai|RP23-412O4.1|2 H3|2|protein-coding	8.36040783480829	9.905398147883909e-24	4.2132849015525
NM_007405	Adcy6|AC6|mKIAA0422|-|15|15 F|protein-coding	8.296845569294309	3.97496693638102e-28	5.4154619029871
NM_008220	Hbb-bt|Beta-t|-|7|7|protein-coding	7.997203700722981	7.48568745423506e-18	2.9445386900560404
NM_016956	Hbb-b2|AI036344|Hbb2|Hbbt2|beta2|-|7 E3|7 54.85 cM|protein-coding	7.997203700722981	7.48568745423506e-18	2.9445386900560404
NM_145227	Oas2|Oasl11|-|5 F|5 60.64 cM|protein-coding	7.96246796663262	3.1268607899713596e-25	4.7708556991257
NM_008399	Itgae|A530055J10|CD103|aM290|alpha-E1|alpha-M290|RP23-263M10.6|11 B4|11 45.22 cM|protein-coding	7.75267398224998	5.390330933984771e-31	7.32706151488418
NM_001033405	Treml2|AW049306|Gm750|Tlt2|-|17 C|17|protein-coding	7.66033457651366	7.06224676465653e-30	6.9530055992388204
NM_009667	Ampd3|-|-|7 E2-E3|7 57.85 cM|protein-coding	7.641313869216139	7.393530760307759e-20	3.50124930314559
NM_029035	Spsb1|1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1|RP23-169H13.1|4 E2|4|protein-coding	7.6128940587340095	1.04343350411795e-19	3.47318801165178
NM_183319	Xkrx|A630026F04|RP23-182N4.4|X E3|X|protein-coding	7.433727088548911	6.50448685334099e-21	3.8483675864374303
NM_172525	Arhgap29|6720461J18Rik|A830014I19|AU040217|B130017I01Rik|C76601|Parg1|-|3 G1|3|protein-coding	7.354353933160059	1.3997976334159599e-14	2.31397879347792
NM_008741	Nsg2|-|RP23-71G18.1|11 A4|11|protein-coding	7.21552107386876	5.469599267392539e-29	7.65488509817186
NM_008018	Sh3pxd2a|2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5|-|19|19 D2|protein-coding	7.16224805389102	6.90803064203726e-26	5.74798406539684
NM_007932	Eng|AI528660|AI662476|CD105|Endo|S-endoglin|RP23-17P12.4|2 B|2 22.09 cM|protein-coding	7.14747046702538	5.265655145792629e-26	5.8318533824753205
NM_010601	Kcnh3|AU019351|C030044P22Rik|Elk2|Kv12.2|Melk2|-|15 F3|15|protein-coding	7.097982622010031	2.5880744847996397e-13	2.0642900356089897
NM_028044	Cnn3|1600014M03Rik|C85854|Calpo3|-|3 G1|3|protein-coding	7.0635118006041395	2.2804456709416897e-20	3.8806882181105204
NM_172696	Inadl|Cipp|Patj|RP23-291M22.2|4 C6|4|protein-coding	7.057259875458209	1.5676485734840101e-24	5.300177743848611
NM_001166064	Syde2|C430017H16Rik|-|3 H2|3|protein-coding	7.038735292839281	4.91372198225646e-13	2.0067663424723
NM_146260	Tmie|5131400L21Rik|Mm.87012|sr|-|9 F3|9 60.79 cM|protein-coding	6.98714483277228	1.6274106915859099e-18	3.4078654031784703
NM_029658	Fam101b|1500005K14Rik|RefilinB|cfm|RP23-96I9.3|11|11 B4|protein-coding	6.8669296218685	5.479053834727639e-27	7.19161928937488
NM_010513	Igf1r|A330103N21Rik|CD221|D930020L01|IGF-1R|hyft|-|7 D1|7 37.27 cM|protein-coding	6.75058162649628	3.6199952964011605e-21	4.35619808032458
NM_029935	Chst15|4631426J05Rik|BRAG|GalNAcS-6ST|MAd5|mKIAA0598|-|7|7 F4|protein-coding	6.7403275008148205	1.2139530175407499e-21	4.534771280044031
NM_001166625	Ccr9|A130091K22Rik|Cmkbr10|GPR-9-6|-|9 F|9 74.33 cM|protein-coding	6.7359407365321	9.308363010932659e-27	7.77220557940737
NM_198297	Trat1|C030046M14Rik|Tcrim|Trim|-|16 B5|16|protein-coding	6.6581368859857	1.1402379078655199e-20	4.26502123463002
NM_009924	Cnr2|CB-2|CB2|CB2-R|RP23-161N17.5|4 D3|4|protein-coding	6.55032736408006	2.68662254962946e-22	5.03685019525699
NM_018752	Trpm1|4732499L03Rik|AI606771|Ltrpc1|Mlsn1|melastatin|-|7 C|7 34.61 cM|protein-coding	6.53218955160683	4.07212533025906e-14	2.41306284493083
NM_001001881	2510009E07Rik|AI194952|-|16 B1|16|protein-coding	6.52458129860006	4.43666438472893e-14	2.40566158241698
NM_010479	Hspa1a|Hsp70-3|Hsp70.3|Hsp72|hsp68|hsp70A1|-|17 B1|17 18.51 cM|protein-coding	6.521371560454531	1.8451790697089395e-17	3.34719721940067
NM_026418	Rgs10|2310010N19Rik|-|7 F3|7|protein-coding	6.50505873421476	2.3863599366126297e-23	5.677297240763361
NM_008377	Lrig1|D6Bwg0781e|Img|LIG-1|-|6 D2|6 43.15 cM|protein-coding	6.488896838824611	2.01542721467208e-21	4.7384597791256295
NM_001204166	Rapgef4|1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040|RP23-386I18.1|2 C3|2|protein-coding	6.48692334546448	7.20298058489249e-23	5.438836617230541
NM_009721	Atp1b1|Atp4b|Atpb|Atpb-1|NKbeta1|-|1 H2.2|1 71.75 cM|protein-coding	6.45346571907353	6.77948848162979e-25	7.034451894919401
NM_010559	Il6ra|CD126|IL-6R|Il6r|-|3 F1|3 39.19 cM|protein-coding	6.4202497084711805	9.10501267963194e-25	7.07671069435953
NM_178114	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15 F1|15|protein-coding	6.416133474008629	2.63273969430786e-21	4.79051439098911
NM_027395	Basp1|2610024P12Rik|CAP-23|CAP23|Ckap3|NAP-22|NAP22|-|15 B1|15|protein-coding	6.3777310064155195	2.42781304798946e-15	2.81047430485294
NM_001033303	Ampd1|AI553520|Ampd-1|-|3 F2.2|3 45.25 cM|protein-coding	6.33774435529286	1.3104907110811298e-20	4.58955727352614
NM_173781	Rab6b|9630015C03|AI844641|C330006L04Rik|D9Bwg0185e|-|9 F1|9 54.88 cM|protein-coding	6.32550160335762	2.69368640510818e-21	4.92081803720592
NM_008227	Hcn3|BCNG-4|Bcng4|Hac3|Hcn4|-|3|3 F2|protein-coding	6.25106918061355	4.8013796825575606e-17	3.3927314317488904
NM_009403	Tnfsf8|CD153|CD30LG|Cd30l|-|4 C1|4 34.06 cM|protein-coding	6.17245505319193	1.22193772715345e-16	3.3158182830777503
NM_010145	Ephx1|AI195553|Eph-1|Eph1|mEH|-|1 H4|1 84.48 cM|protein-coding	6.05838094038159	1.55890685134669e-21	5.4867938269047904
NM_001123327	Qser1|4732486I23Rik|AI502974|RP24-297H17.9|2 E2|2|protein-coding	6.031768431373201	1.10429502828213e-16	3.4332354805596603
NM_183201	Slfn5|AI956840|RP23-392I13.5|11 C|11|protein-coding	6.01064913087154	1.0343786001551599e-22	6.97921620579319
NM_011066	Per2|mKIAA0347|mPer2|-|1|1 C5|protein-coding	5.99456979511093	9.758773865253041e-15	2.83256077615996
NM_010389	H2-Ob|A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob|-|17 B1|17 17.98 cM|protein-coding	5.82504362317119	2.0527041564156797e-20	5.36791991129315
NM_001081302	Trio|6720464I07Rik|AA408740|Solo|-|15 B1|15|protein-coding	5.553471773811281	8.65398217036374e-18	4.52228063570383
NM_009331	Tcf7|AI465550|TCF-1|Tcf1|RP23-223A11.3|11 B1.3|11 31.86 cM|protein-coding	5.42834579031137	1.49736163413517e-20	10.0852187850318
NR_002864	Peg13|-|-|15 D3|15|ncRNA	5.394039596358611	2.9064327635966195e-19	6.29373629684039
NM_011820	Ggt5|AI551243|GGL|GGT-REL|Ggtla1|-|10 C1|10|protein-coding	5.36211539772356	4.14927419795142e-16	3.97795759081855
NM_001270475	Mical3|C130040D16Rik|Mical-3|mKIAA1364|-|6 F1|6|protein-coding	5.341029374231661	3.31046981659509e-14	3.1657137874513706
NM_008321	Id3|Hlh462|Idb3|bHLHb25|RP23-118A9.1|4 D3|4 68.34 cM|protein-coding	5.21620564659768	1.77500229498499e-17	5.10393471890212
NM_007982	Ptk2|FAK|FRNK|Fadk|mKIAA4203|p125FAK|-|15 D3|15 33.94 cM|protein-coding	5.19082848706455	1.93899101681851e-12	2.6183579017004104
NM_207205	Igsf3|1700016K10Rik|2810035F16Rik|4833439O17Rik|mKIAA0466|-|3 F2.2|3 44.3 cM|protein-coding	5.18501569539266	1.01857152887961e-11	2.35978556794644
NM_001290814	Aff3|3222402O04Rik|A730046J16|LAF-4|Laf4|-|1 B|1 16.58 cM|protein-coding	5.17747937197547	2.56542697835653e-18	6.348605946701901
NM_011703	Vipr1|AV071699|VIP-R1|VPAC1|-|9 F4|9 72.5 cM|protein-coding	5.13431610351619	1.4628059862718602e-17	5.606386444371281
NM_023326	Bmyc|2900002K07Rik|AW060705|Mycb|RP23-225D24.2|2 A3|2|protein-coding	5.12248131061513	4.3926553264765005e-12	2.5528601692728703
NM_011861	Pacsin1|A830061D09Rik|H74|mKIAA1379|syndapin|-|17 B1|17|protein-coding	5.08215359470098	4.76914055299747e-17	5.27699300471243
NM_009706	Arhgap5|p190-B|p190B|-|12 C1|12 22.16 cM|protein-coding	5.040908838577639	1.94324276400939e-14	3.66717625969625
NM_007395	Acvr1b|6820432J04|ActR-IB|ActRIB|Acvrlk4|Alk4|SKR2|-|15 F2|15 56.48 cM|protein-coding	5.02961711263916	1.3468456493191e-16	5.04426394302205
NR_027919	Bambi-ps1|-|-|2 E5|2|pseudo	4.99146298045305	5.86551818017098e-17	5.70145601722322
NM_022888	Folr4|0910001L11Rik|C86255|Folbp3|Juno|-|9 A2|9|protein-coding	4.96745982099743	2.25657461655758e-11	2.40481232360977
NM_008883	Plxna3|PlexA3|Plxa3|Plxn3|Plxn4|SEX|mKIAA4078|RP23-436K3.11-001|X B-C1|X 38.0 cM|protein-coding	4.96602954726101	6.456544976029349e-12	2.6181704472278
NM_001042605	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	4.894503314456321	1.44111240663547e-14	4.03379729662978
NM_001004176	Maml3|AV234550|BC049812|Mam-2|mKIAA1816|-|3 C|3|protein-coding	4.87063157857426	1.4327939735344598e-13	3.50341339391743
NM_019823	Cyp2d22|2D22|-|15 E2|15|protein-coding	4.86333350990765	3.22050151804317e-10	2.05382490011281
NM_173036	Gpr97|A030001G24Rik|AW214383|Pb1|Pb99|-|8 D1|8|protein-coding	4.77660608010623	1.8108825165062702e-11	2.62437368694489
NM_001276445	Tlr1|-|-|5 C3.1|5 33.53 cM|protein-coding	4.70754840775784	7.460651946860219e-16	6.010575555354579
NM_008372	Il7r|CD127|IL-7Ralpha|-|15 A1|15 4.16 cM|protein-coding	4.671250984420889	3.3073159506524403e-16	7.99260031443372
NM_207652	Tsc22d1|AA589566|AW105905|Egr5|TSC-22|Tgfb1i4|Tsc|Tsc22|-|14 D3|14 40.44 cM|protein-coding	4.66994393245835	5.053877562482319e-14	4.07842012648206
NM_008537	Amacr|Macr1|-|15|15 B1|protein-coding	4.66512036916309	5.71989258645076e-10	2.11836180299251
NM_001166065	Gcnt4|C2gnt3|Gm279|Gm73|-|13 D1|13|protein-coding	4.66244223161117	6.902105090818309e-12	2.96330814066625
NM_008635	Map7|E-MAP-115|MAP-7|Mtap7|R75000|mshi|mste|ste|-|10 A3|10 9.75 cM|protein-coding	4.64245887738131	1.94695462323549e-14	4.55021192621005
NM_001035533	Akap2|AA959716|AI649048|Akap-2|Akap-kl|B230340M18Rik|Prka2|RP23-334A5.1|4 B3|4|protein-coding	4.595930743370349	2.0450651474805e-14	4.738523474996099
NM_011894	Sh3bp5|AI606498|SH3BP-5|Sab|-|14|14 B|protein-coding	4.59051774669742	2.29163111352194e-15	6.275760564377871
NM_176996	Smo|E130215L21Rik|Smoh|bnb|smoothened|-|6 A3.3|6 12.36 cM|protein-coding	4.55795614838766	5.02614163398163e-10	2.23125729959452
NM_011854	Oasl2|M1204|Mmu-OASL|Oasl|-|5 F|5|protein-coding	4.49752278856958	3.2858437904218e-13	3.9720703424685095
NM_009223	Snn|2810407J07Rik|AI848521|AW547286|-|16|16 A2|protein-coding	4.49712039689105	1.93899101681851e-12	3.58053989164621
NM_001114332	Slc16a10|2610103N14Rik|9830169E08|Mct10|PRO0813|TAT1|-|10 B1|10|protein-coding	4.4517402879910195	1.05287763987534e-13	4.63620034619355
NM_010560	Il6st|5133400A03Rik|AA389424|BB405851|CD130|D13Ertd699e|gp130|-|13 D2.2|13 63.73 cM|protein-coding	4.430993934202981	5.10906221527421e-15	8.34555808187747
NM_029627	Ly6k|2410015A16Rik|3110035B01Rik|mLy-6K|-|-|protein-coding	4.427662893740821	2.0281973316908804e-09	2.10903015310131
NM_001198823	App|Abeta|Abpp|Adap|Ag|Cvap|E030013M08Rik|betaApp|-|16 C3-qter|16 46.92 cM|protein-coding	4.421875925282019	7.87238022659604e-13	3.90012466629368
NM_010735	Lta|LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382|-|17 B1|17 18.59 cM|protein-coding	4.4123542476660305	8.696685421344651e-10	2.28040436777783
NM_019731	Nme4|2610027N22Rik|2810024O08Rik|5730493H09Rik|NM23-M4|Nm23M4|-|17|17 B1|protein-coding	4.398143367740969	2.71896674741857e-09	2.08143714234625
NM_027455	Qpct|5730422A13Rik|-|17 E3|17|protein-coding	4.397014072395891	1.38656922982242e-11	3.24149688034118
NM_001081462	Gtf2ird1|1700012P16Rik|BEN|Cream1|ESTM9|GTF3|Gtf2il|MusTRD1|Tg(Alb1-Myc)166.8Sst|WBSCR11|X83320|-|5 G2|5 74.55 cM|protein-coding	4.36314725706405	1.16835962194197e-12	3.95425440749258
NM_182809	Ntrk3|AW125844|Ntrk3_tv3|TrkC|-|7 D3|7 44.01 cM|protein-coding	4.35782026716982	4.02487306313949e-09	2.04380724361766
NM_011026	P2rx4|AI504491|AW555605|D5Ertd444e|P2X4|-|5 F|5 62.53 cM|protein-coding	4.355710982850271	1.09406825767155e-12	3.9991442543685096
NM_001128146	5830411N06Rik|Scart2|-|7 F4|7|protein-coding	4.347315236640029	4.1881810881146296e-13	4.4652091116014505
NM_001163833	Msl3l2|1700060H10Rik|-|10 B3|10|protein-coding	4.3274427620401905	1.57164888483628e-10	2.7691481205029906
NM_011579	Tgtp1|Gtp2|Irgb6|Mg21|Tgtp|RP23-269N23.1|11 B1.2|11|protein-coding	4.28112548507961	2.14865319324231e-11	3.37602274507953
NM_001146060	Als2cl|79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018|-|9 F3|9 60.79 cM|protein-coding	4.2371384477281495	5.053877562482319e-14	8.483221566055139
NM_007908	Eef2k|C86191|eEF-2K|-|7|7 F3|protein-coding	4.23664350341915	1.6230384281295201e-12	4.32315010354998
NM_028829	Paqr8|1700019B16Rik|3110001D06Rik|-|1|1 A5|protein-coding	4.218627006615439	6.483707570022241e-09	2.09963849226318
NM_175136	Rnf122|1110063C11Rik|-|8 A3|8|protein-coding	4.21334229573983	8.24286755919665e-12	3.7028073915779705
NM_018786	Prpf40b|2610317D23Rik|Hypc|-|15|15 F3|protein-coding	4.20111836019309	3.3799671807496003e-09	2.24743924427733
NM_178695	Prrg4|9930111I18Rik|TMG4|RP24-297H17.10-001|2 E2|2|protein-coding	4.198744290950399	7.90883900092172e-09	2.08118213636339
NM_001267622	Ttc28|2310015L07Rik|6030435N04|AI428795|AI851761|BC002262|TPRBK|-|5 F|5|protein-coding	4.1312321460360195	1.1364883810779099e-12	5.25531979222995
NM_027373	Afap1|2600003E23Rik|9630044L16Rik|AI848729|Afap|mKIAA3018|-|5|5 B1|protein-coding	4.13044581061956	6.8617074244537e-12	4.105281956995681
NM_009429	Tpt1|TCTP|Trt|p21|p23|-|14 D3|14 40.29 cM|protein-coding	4.11218023071748	1.8480327712817898e-13	9.70650192997996
NM_001146275	Iigp1|2900074L10Rik|AI046432|AW111922|Ifgga1|Iigp|Irga6|-|18 D3|18|protein-coding	4.10721337626271	6.71422383323825e-10	2.7802977722823297
NM_178679	Zfp365|AI839779|AV340892|DBZ|Su48|Znf365|talanin|-|10 B5.1|10|protein-coding	4.07212107920095	2.3513748145803802e-11	3.7817781859321298
NM_011299	Rps6ka2|90kDa|D17Wsu134e|Rps6ka-rs1|Rsk3|p90rsk|pp90rsk|-|17 F4|17 4.7 cM|protein-coding	4.0413055795464	1.73309874877984e-08	2.09938605615846
NM_001081009	Parp8|2810430O08Rik|ARTD16|D13Ertd275e|-|13 D2.3|13 65.32 cM|protein-coding	4.04037634399984	1.7706176912467502e-12	5.63760824080737
NM_001177464	Zfp516|C330029B10Rik|D230016L03|Zfp26l|Znf516|mKIAA0222|-|18 E3|18|protein-coding	4.01210752474135	1.78604813834279e-09	2.6917896066938596
NM_153550	Dirc2|RCC4|-|16 B3|16|protein-coding	3.99309305666866	2.77615514436443e-12	5.708307211786879
NM_001159883	Dnajb2|2700059H22Rik|Dnajb10|Hsj1|mDj8|-|1|1|protein-coding	3.9721027322484304	9.149624910224359e-11	3.58627467957891
NM_010234	Fos|D12Rfj1|c-fos|cFos|-|12 D2|12 39.7 cM|protein-coding	3.96904365591379	1.0472293610479899e-12	8.84529062917316
NM_172665	Pdk1|B830012B01|D530020C15Rik|RP23-5K9.5|2 C3|2|protein-coding	3.9658587293699106	1.3922146119279699e-12	7.87538359193169
NM_178060	Thra|6430529J03Rik|AW259572|Erba|Nr1a1|Rvr|T3R[a]|T3Ralpha|Thra1|Thra2|RP23-395E10.6|11 D-E|11 62.58 cM|protein-coding	3.9637815913752004	2.0361820345533803e-11	4.37090268227944
NM_053117	Pard6g|2410049N21Rik|Par6a|-|18 E3|18|protein-coding	3.9534793362990404	5.99660092379154e-10	3.14199482079108
