Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGhi-LCMV-12d vs. RNA-LCMV-0d logFC	KLRGhi-LCMV-12d vs. RNA-LCMV-0d FDR	KLRGhi-LCMV-12d vs. RNA-LCMV-0d logCPM
NM_019417	Pdlim4|Ril|RP23-354D12.3|11 B1.3|11 32.13 cM|protein-coding	10.8946215674703	1.64545244291287e-17	2.6862271642556603
NM_010617	Kif13a|4930505I07Rik|mKIAA4109|-|13|13 B1|protein-coding	10.851391433450502	2.75775834006315e-17	2.64368211866231
NM_001085518	Gm14085|OTTMUSG00000015615|RP23-357I14.1|2 E5|2|protein-coding	10.817098741859901	5.2492027495926e-33	5.754876429870441
NM_011197	Ptgfrn|4833445A08Rik|AU042434|CD9P-1|FPRP|Trim45|DN-358O3.4|3|3 F3|protein-coding	10.6498746984267	2.8141366534386003e-16	2.44564189618738
NM_177083	B430306N03Rik|Treml6|-|17 C|17|protein-coding	10.598508112986	5.090122982500691e-16	2.3952411652307
NM_018752	Trpm1|4732499L03Rik|AI606771|Ltrpc1|Mlsn1|melastatin|-|7 C|7 34.61 cM|protein-coding	10.5759213757177	6.5910364692347e-16	2.37309002827583
NM_001001881	2510009E07Rik|AI194952|-|16 B1|16|protein-coding	10.568313192441599	7.17578545304149e-16	2.36563010046087
NM_010517	Igfbp4|AI875747|Deb2|IGFBP-4|RP23-333D2.6|11 D|11|protein-coding	10.540814381492302	8.23761174116592e-38	6.950878481955071
NM_022888	Folr4|0910001L11Rik|C86255|Folbp3|Juno|-|9 A2|9|protein-coding	10.5374727725206	1.01276274908135e-15	2.33539863531093
NM_207205	Igsf3|1700016K10Rik|2810035F16Rik|4833439O17Rik|mKIAA0466|-|3 F2.2|3 44.3 cM|protein-coding	10.4979713716062	1.5568124257210801e-15	2.29669625459601
NM_030889	Sorcs2|N28137|mKIAA1329|-|5 B3|5|protein-coding	10.4490961718099	2.73141691918728e-15	2.24884010594039
NM_176996	Smo|E130215L21Rik|Smoh|bnb|smoothened|-|6 A3.3|6 12.36 cM|protein-coding	10.3460791218752	8.423456798187592e-15	2.14808602533927
NM_016894	Ramp1|9130218E19Rik|-|1 D|1 46.08 cM|protein-coding	10.1885956380593	1.3429483171828997e-29	5.12821216261606
NM_001033405	Treml2|AW049306|Gm750|Tlt2|-|17 C|17|protein-coding	9.536916666177529	1.1515877130406401e-35	6.91873233797043
NM_172696	Inadl|Cipp|Patj|RP23-291M22.2|4 C6|4|protein-coding	9.405392544832061	2.1730215080902103e-29	5.26281529164249
NM_145933	St6gal1|AW742324|Siat1|St6Gal-I|St6gal|St6galI|-|16 B1|16 14.03 cM|protein-coding	9.21986474449484	2.8932992446126398e-36	7.4627733539974
NM_011374	St8sia1|9330109E03Rik|GD3S|Sia-T|Siat8|Siat8a|-|6 G3|6 74.78 cM|protein-coding	9.15867240020357	1.4789878802997898e-33	6.541412489391191
NM_029723	Dapl1|2310032F03Rik|EEDA|RP23-151F21.4|2|2 C3|protein-coding	9.040464102591029	1.3429483171828997e-29	5.45434450940056
NM_007719	Ccr7|CD197|Cdw197|Cmkbr7|EBI1|Ebi1h|RP23-80N1.2|11 D|11|protein-coding	8.64756921288643	3.9812712191325395e-36	8.590379402435781
NM_008338	Ifngr2|Ifgr2|Ifgt|-|16 C3.3|16 53.07 cM|protein-coding	8.500748049362969	1.24000856288233e-26	4.91730216764136
NM_010513	Igf1r|A330103N21Rik|CD221|D930020L01|IGF-1R|hyft|-|7 D1|7 37.27 cM|protein-coding	8.45603123778172	4.10377250948079e-24	4.31879011521976
NM_011113	Plaur|Cd87|u-PAR|uPAR|-|7 A3|7|protein-coding	8.383243189060769	1.03342380743181e-19	3.3358178451672993
NM_013454	Abca1|ABC-1|Abc1|RP23-95M14.8|4 A5-B3|4 28.57 cM|protein-coding	8.34075506932256	9.360340620648591e-26	4.758313019649321
NM_172814	Lrp12|AI848829|C820005L12Rik|LRP-12|-|15 B3.1|15|protein-coding	8.1531776178347	1.6862234779866001e-18	3.1088806779627998
NM_029935	Chst15|4631426J05Rik|BRAG|GalNAcS-6ST|MAd5|mKIAA0598|-|7|7 F4|protein-coding	8.0789030300382	2.9268486049568097e-24	4.49836278284714
NM_001080934	Slc16a5|A130015N09Rik|MCT 5|MCT 6|MCT5|RP23-392H19.4|11 E2|11|protein-coding	8.04229907133256	3.5446354196372794e-28	5.64742642096091
NM_011346	Sell|AI528707|CD62L|L-selectin|LECAM-1|Lnhr|Ly-22|Ly-m22|Lyam-1|Lyam1|-|1 H2.2|1 71.37 cM|protein-coding	7.879596441402461	6.900503013068829e-33	8.900220646343561
NM_013569	Kcnh2|AI326795|ERG1|LQT|Lqt2|M-erg|Merg1|merg1a|merg1b|-|5 A3|5 10.94 cM|protein-coding	7.857231620702961	5.71505344080487e-17	2.8177588887048
NM_001146275	Iigp1|2900074L10Rik|AI046432|AW111922|Ifgga1|Iigp|Irga6|-|18 D3|18|protein-coding	7.71701110144252	2.9910761233481497e-16	2.68018913642008
NM_008399	Itgae|A530055J10|CD103|aM290|alpha-E1|alpha-M290|RP23-263M10.6|11 B4|11 45.22 cM|protein-coding	7.712641734181959	1.3980437598157899e-30	7.29810256598654
NM_007982	Ptk2|FAK|FRNK|Fadk|mKIAA4203|p125FAK|-|15 D3|15 33.94 cM|protein-coding	7.59544888267848	1.20209323641414e-15	2.5611400214750097
NM_029035	Spsb1|1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1|RP23-169H13.1|4 E2|4|protein-coding	7.57395765029914	2.54296672643695e-19	3.44601560814856
NM_022995	Pmepa1|2210418I02Rik|AW455466|Erg1.2|N4wbp4|Stag1|Tmepai|RP23-412O4.1|2 H3|2|protein-coding	7.3646833785767605	7.8997895401288295e-22	4.18951172384455
NM_172525	Arhgap29|6720461J18Rik|A830014I19|AU040217|B130017I01Rik|C76601|Parg1|-|3 G1|3|protein-coding	7.316472302324019	2.8407368317470798e-14	2.2887838785962797
NM_029658	Fam101b|1500005K14Rik|RefilinB|cfm|RP23-96I9.3|11|11 B4|protein-coding	7.2925198849690105	1.2346977249732498e-28	7.15935387552533
NM_027373	Afap1|2600003E23Rik|9630044L16Rik|AI848729|Afap|mKIAA3018|-|5|5 B1|protein-coding	7.18029510290678	7.90155429710198e-21	4.00734335375885
NM_010601	Kcnh3|AU019351|C030044P22Rik|Elk2|Kv12.2|Melk2|-|15 F3|15|protein-coding	7.06010372855654	5.350005781857171e-13	2.03971300165741
NM_008741	Nsg2|-|RP23-71G18.1|11 A4|11|protein-coding	6.78263037022643	1.0371682307323099e-26	7.62907794767408
NM_001267622	Ttc28|2310015L07Rik|6030435N04|AI428795|AI851761|BC002262|TPRBK|-|5 F|5|protein-coding	6.77889933829834	3.6979665974867893e-23	5.15974749800511
NM_007405	Adcy6|AC6|mKIAA0422|-|15|15 F|protein-coding	6.69598564781397	2.15895384803583e-23	5.395955043233651
NM_001166625	Ccr9|A130091K22Rik|Cmkbr10|GPR-9-6|-|9 F|9 74.33 cM|protein-coding	6.69585174106264	2.2616569665990698e-26	7.743397939237711
NM_009924	Cnr2|CB-2|CB2|CB2-R|RP23-161N17.5|4 D3|4|protein-coding	6.40446866858799	1.3821112082466e-21	5.00985628462131
NM_027395	Basp1|2610024P12Rik|CAP-23|CAP23|Ckap3|NAP-22|NAP22|-|15 B1|15|protein-coding	6.33842116892276	5.04200675856406e-15	2.7845080104918702
NM_173744	Tdrp|2610019F03Rik|-|8 A1.1|8|protein-coding	6.30041552915775	7.588796496411349e-24	6.96933428707357
NM_010559	Il6ra|CD126|IL-6R|Il6r|-|3 F1|3 39.19 cM|protein-coding	6.28572828714685	7.65188096296737e-24	7.0492147913477
NM_011861	Pacsin1|A830061D09Rik|H74|mKIAA1379|syndapin|-|17 B1|17|protein-coding	6.258768720891581	1.72050011299126e-21	5.22506457998143
NM_145227	Oas2|Oasl11|-|5 F|5 60.64 cM|protein-coding	6.25321110631125	1.6415331834116e-20	4.7553644173467005
NM_183319	Xkrx|A630026F04|RP23-182N4.4|X E3|X|protein-coding	6.205493011107991	4.58619351113642e-18	3.83161227753644
NM_178114	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15 F1|15|protein-coding	6.155962266241549	3.18033001048766e-20	4.765311595405639
NM_007932	Eng|AI528660|AI662476|CD105|Endo|S-endoglin|RP23-17P12.4|2 B|2 22.09 cM|protein-coding	6.11351054840305	8.05869957575571e-22	5.81349404381941
NM_008321	Id3|Hlh462|Idb3|bHLHb25|RP23-118A9.1|4 D3|4 68.34 cM|protein-coding	6.08899086782138	1.55151728830523e-20	5.05806555371891
NM_027990	Lypd6b|2310010M24Rik|AW049525|RP23-190C17.1|2 C1.1|2|protein-coding	6.05746941779581	1.10162796485508e-19	4.668584429843049
NM_026418	Rgs10|2310010N19Rik|-|7 F3|7|protein-coding	6.00175854704349	3.8641970782466294e-21	5.65498068163851
NR_027919	Bambi-ps1|-|-|2 E5|2|pseudo	5.9970798470076	4.068852879757329e-21	5.6503828241023095
NM_009238	Sox4|AA682046|Sox-4|RP23-262C6.1|13 A3-A5|13 12.87 cM|protein-coding	5.98248178628965	2.1473767749208103e-17	3.8014983052258504
NM_008018	Sh3pxd2a|2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5|-|19|19 D2|protein-coding	5.93688476467795	5.7947960575300595e-21	5.732418204957519
NM_009721	Atp1b1|Atp4b|Atpb|Atpb-1|NKbeta1|-|1 H2.2|1 71.75 cM|protein-coding	5.8295018280473805	1.3467353552058697e-21	7.014110212295231
NM_178679	Zfp365|AI839779|AV340892|DBZ|Su48|Znf365|talanin|-|10 B5.1|10|protein-coding	5.706404149110059	2.24694738909721e-16	3.6983481553362103
NM_134160	Mcoln3|6720490O21Rik|TRPML3|Va|-|3 H2|3 71.03 cM|protein-coding	5.64602990078282	6.63657045296433e-13	2.50779763864425
NM_001081212	Irs2|Irs-2|-|8 A1.1|8 5.35 cM|protein-coding	5.595404774850611	3.46756920397483e-17	4.21658143828933
NM_178695	Prrg4|9930111I18Rik|TMG4|RP24-297H17.10-001|2 E2|2|protein-coding	5.537334229022031	3.8337398487841706e-11	2.01120528725748
NM_001204166	Rapgef4|1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040|RP23-386I18.1|2 C3|2|protein-coding	5.53410992188251	7.3000649381510495e-19	5.424841964536671
NM_001035533	Akap2|AA959716|AI649048|Akap-2|Akap-kl|B230340M18Rik|Prka2|RP23-334A5.1|4 B3|4|protein-coding	5.481409813710741	1.2929390614243e-17	4.68359224274113
NM_178638	Tmem108|AI462967|B130017P16Rik|R74726|-|9 F1|9|protein-coding	5.474455145986919	4.29896002949735e-12	2.34283862998869
NM_153393	Col23a1|2810458L13Rik|AI429655|RP23-411E22.1|11 B1.3|11|protein-coding	5.42951704624089	1.75896326708275e-13	2.8606839592123503
NM_134156	Actn1|3110023F10Rik|Actn1a|-|12 C3|12 36.49 cM|protein-coding	5.427361573031139	4.54148329531479e-20	8.7409364272488
NM_001123327	Qser1|4732486I23Rik|AI502974|RP24-297H17.9|2 E2|2|protein-coding	5.4169819319217405	7.02638452586791e-15	3.4172742973579
NM_027875	Syde1|1200008N06Rik|BB043000|mSYD1A|-|10 C1|10|protein-coding	5.3868560120462	9.92274438850667e-15	3.3881146362791097
NM_133918	Emilin1|5830419M17Rik|AW229038|BB105748|EMILIN-1|gp115|-|5 B1|5|protein-coding	5.321412724202509	1.5133346597906801e-15	3.84498155562432
NM_001198823	App|Abeta|Abpp|Adap|Ag|Cvap|E030013M08Rik|betaApp|-|16 C3-qter|16 46.92 cM|protein-coding	5.31864163808174	1.5568124257210801e-15	3.84229640041255
NM_031880	Tnk1|Kos1|Tnk1a|Tnk1b|RP23-422L16.12-002|11 B3|11|protein-coding	5.26079737300265	5.63673910068946e-12	2.44543281743705
NM_001277255	Acvrl1|AI115505|AI427544|Acvrlk1|Alk1|-|15|15 F3|protein-coding	5.2372011978425	6.923365968212449e-15	3.64997375744866
NM_133687	Cxxc5|4930415K17Rik|-|18|18 B3|protein-coding	5.21587498625095	3.08828448436151e-17	5.19683414897955
NM_144800	Mtss1|2310003N14Rik|BC024131|D130001D01Rik|Mim|mKIAA0429|-|15 D1|15|protein-coding	5.19467095798258	9.239911181751321e-17	4.86643452308784
NM_001081426	Dip2c|2900024P20Rik|9630044M06|mKIAA0934|-|13 A1|13|protein-coding	5.177084070445269	1.3889331310131302e-11	2.3654111366188904
NM_001081462	Gtf2ird1|1700012P16Rik|BEN|Cream1|ESTM9|GTF3|Gtf2il|MusTRD1|Tg(Alb1-Myc)166.8Sst|WBSCR11|X83320|-|5 G2|5 74.55 cM|protein-coding	5.07343042745799	7.74375621448017e-15	3.90019426315786
NM_053117	Pard6g|2410049N21Rik|Par6a|-|18 E3|18|protein-coding	5.054544471143889	4.703210466595939e-13	3.06786414703472
NM_001276445	Tlr1|-|-|5 C3.1|5 33.53 cM|protein-coding	5.02945197665079	4.65631220916823e-17	5.970960680006
NM_011066	Per2|mKIAA0347|mPer2|-|1|1 C5|protein-coding	4.97716802919005	2.7256034226671297e-12	2.8284189122705903
NM_029653	Dapk1|D13Ucla1|DAP-Kinase|-|13 B2|13 32.53 cM|protein-coding	4.91208979796006	5.08551977274668e-11	2.36536734122541
NM_011579	Tgtp1|Gtp2|Irgb6|Mg21|Tgtp|RP23-269N23.1|11 B1.2|11|protein-coding	4.89859745279253	3.76531251586457e-13	3.3240478569414504
NM_001290814	Aff3|3222402O04Rik|A730046J16|LAF-4|Laf4|-|1 B|1 16.58 cM|protein-coding	4.883423292577611	1.5066523834524598e-16	6.328320910028159
NM_001290758	Tlr7|-|RP23-139P21.3|X F5|X|protein-coding	4.84653139099996	1.10468236445683e-11	2.7037962530907
NM_182809	Ntrk3|AW125844|Ntrk3_tv3|TrkC|-|7 D3|7 44.01 cM|protein-coding	4.79337106890788	8.291852469996901e-10	2.00150475095519
NM_146260	Tmie|5131400L21Rik|Mm.87012|sr|-|9 F3|9 60.79 cM|protein-coding	4.77166798576037	6.03186388783175e-13	3.4207625480102197
NM_011136	Pou2af1|BOB.1|Bob-1|Bob1|OBF-1|OBF.1|OCA-B|OCAB|-|9 A5.3|9|protein-coding	4.6887804324837195	2.4384087966182203e-12	3.23675268152277
NM_177386	Sfmbt2|D2Wsu23e|D330030P06Rik|RP23-6M16.3-01|2 A1|2 7.81 cM|protein-coding	4.577948528491469	4.25569721376578e-11	2.7617108985679
NM_001271411	Nfam1|4921501M20Rik|Cnaip|-|15|15 E2|protein-coding	4.5464203810705195	2.3932214326726897e-09	2.02057554310139
NM_001284402	P2rx7|AI467586|P2X(7)|P2X7R|-|5 F|5|protein-coding	4.49515505951494	5.5414247194004396e-11	2.81742333827411
NM_010560	Il6st|5133400A03Rik|AA389424|BB405851|CD130|D13Ertd699e|gp130|-|13 D2.2|13 63.73 cM|protein-coding	4.48343700120357	4.75005911981779e-15	8.314050820421901
NM_008076	Gabrr2|-|RP23-12I24.2|4 A5|4 14.64 cM|protein-coding	4.482160435688151	1.34036251067139e-09	2.17359988404188
NM_008206	H2-Oa|H-2Oa|-|17 B1|17 17.98 cM|protein-coding	4.4106155626042005	4.0326580789175896e-12	3.65286180426359
NM_026641	Ift80|4921524P20Rik|Wdr56|mKIAA1374|-|3|3 E2|protein-coding	4.40111573612747	3.83654087104474e-14	6.154059135656871
NM_010806	Mllt4|5033403D15Rik|AF6|Af-6|Afadin|Gm314|I-afadin|S-afadin|-|17 A2|17|protein-coding	4.31789609726896	2.16735221091328e-10	2.7729647904044996
NM_001162532	Fam174b|-|-|7|7|protein-coding	4.31506378553161	6.75085039792664e-10	2.51431811399819
NM_001029868	Pdzd4|B230341P03|D130075J17Rik|Kiaa1444-hp|LU1|PDZRN4L|Pdzk4|Pdzrnk4l|Xlu|RP23-373N8.6|X A7.3|X|protein-coding	4.30780880988189	8.25408808261907e-09	2.01099151985528
NM_021568	Pcbp3|AlphaCP-3|-|10|10 B5.1-B5.3|protein-coding	4.24867873404137	1.34036251067139e-09	2.45228394494384
NM_010145	Ephx1|AI195553|Eph-1|Eph1|mEH|-|1 H4|1 84.48 cM|protein-coding	4.22441539920329	4.981936078295539e-13	5.511593346032329
NM_001114332	Slc16a10|2610103N14Rik|9830169E08|Mct10|PRO0813|TAT1|-|10 B1|10|protein-coding	4.18491371621643	2.78401909435209e-12	4.62045144970311
NM_001166065	Gcnt4|C2gnt3|Gm279|Gm73|-|13 D1|13|protein-coding	4.17944035474972	2.7245194467558897e-10	2.9578717082042
NM_029933	Bcl9|2610202E01Rik|8030475K17Rik|A330041G23Rik|Gm130|-|3 F2|3|protein-coding	4.14885273760354	3.4305682141651697e-12	4.70117067839601
NM_011854	Oasl2|M1204|Mmu-OASL|Oasl|-|5 F|5|protein-coding	4.148559991354509	1.5528358001360398e-11	3.96062131513066
NM_178615	Rgmb|1110059F19Rik|DRAGON|-|17 A2|17|protein-coding	4.12273364102607	1.2384979103806003e-10	3.31225576060376
NM_007395	Acvr1b|6820432J04|ActR-IB|ActRIB|Acvrlk4|Alk4|SKR2|-|15 F2|15 56.48 cM|protein-coding	4.1137794997307005	2.8247977915259904e-12	5.05303220219622
NM_011182	Cyth3|AI648983|ARNO3|CLM3|Grp1|Pscd3|-|5 G2|5 82.36 cM|protein-coding	4.10134573853962	7.856461068601361e-12	4.480704429983009
NM_010389	H2-Ob|A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob|-|17 B1|17 17.98 cM|protein-coding	4.08510401068266	2.49226523174711e-12	5.3964102256549795
NM_008635	Map7|E-MAP-115|MAP-7|Mtap7|R75000|mshi|mste|ste|-|10 A3|10 9.75 cM|protein-coding	4.047718264921279	1.1508297631248e-11	4.549769257763701
NM_001008791	Whrn|1110035G07Rik|AW122018|AW742671|C430046P22Rik|Dfnb31|wi|RP23-340H1.8|4 C1|4 33.97 cM|protein-coding	4.04643092889252	1.00786634767123e-08	2.26450527845177
NM_008377	Lrig1|D6Bwg0781e|Img|LIG-1|-|6 D2|6 43.15 cM|protein-coding	4.03908664495186	8.75763877606062e-12	4.77898807917819
NM_026405	Rab32|2810011A17Rik|AU022057|-|10 A1|10|protein-coding	4.00305206510585	8.88099727777381e-09	2.35764757651763
NM_011299	Rps6ka2|90kDa|D17Wsu134e|Rps6ka-rs1|Rsk3|p90rsk|pp90rsk|-|17 F4|17 4.7 cM|protein-coding	4.00147576905415	3.20216670960571e-08	2.07631929657442
NM_001270475	Mical3|C130040D16Rik|Mical-3|mKIAA1364|-|6 F1|6|protein-coding	3.9927217966909905	4.91911212693079e-10	3.1908677405965
NM_011894	Sh3bp5|AI606498|SH3BP-5|Sab|-|14|14 B|protein-coding	3.96186942195759	4.0326580789175896e-12	6.2777738989780305
NM_001297596	Inpp4b|E130107I17Rik|-|8 C2|8 39.02 cM|protein-coding	3.9577675039127005	2.91016165347973e-12	7.25603826376163
NM_010577	Itga5|Cd49e|Fnra|VLA5|-|15 F3|15 58.9 cM|protein-coding	3.95089391790409	5.16741724843357e-08	2.02988492693256
NM_001004176	Maml3|AV234550|BC049812|Mam-2|mKIAA1816|-|3 C|3|protein-coding	3.9435341378846096	2.86715436901868e-10	3.51792676935573
NM_001177352	Myc|AU016757|Myc2|Niard|Nird|bHLHe39|-|15 D2-D3|15 26.19 cM|protein-coding	3.9396471393599906	4.08843443940212e-12	6.79096667683923
NM_020275	Tnfrsf10b|DR5|KILLER|Ly98|MK|TRAILR2|TRICK2A|TRICK2B|TRICKB|-|14 D2|14|protein-coding	3.9347951994061696	1.08841142663975e-08	2.4165471916498302
NM_009667	Ampd3|-|-|7 E2-E3|7 57.85 cM|protein-coding	3.9285660229778703	2.90622322747544e-10	3.5577326326349197
NM_009846	Cd24a|Cd24|HSA|Ly-52|nectadrin|-|10 B2|10 23.01 cM|protein-coding	3.9283485804220404	1.23115936867802e-09	3.05835075766179
NM_013883	Scmh1|AI315320|AI851618|Scml1|Scml3|RP23-106K5.1|4 D1-D2|4 56.52 cM|protein-coding	3.91477174074262	2.01790977333802e-10	3.7418044738671
NM_009801	Car2|AI131712|CAII|Ca2|Car-2|Ltw-5|Lvtw-5|-|3 A1|3 3.23 cM|protein-coding	3.91309013034455	1.8320379272326202e-09	2.96766817087601
NM_001042605	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	3.8590136238739197	1.6997678076160498e-10	4.05395252102746
NM_001253857	Tet1|2510010B09Rik|AA517754|BB001228|Cxxc6|D10Ertd17e|LCX|mKIAA1676|-|10 B4|10 32.48 cM|protein-coding	3.8526476562866496	6.96626903907741e-11	4.60457561747973
NM_009223	Snn|2810407J07Rik|AI848521|AW547286|-|16|16 A2|protein-coding	3.8503488469928	5.2172881809077e-10	3.58685644714724
NM_001289895	Tns1|1110018I21Rik|1200014E20Rik|AI648117|E030018G17Rik|E030037J05Rik|Tns|-|1 C3|1 38.17 cM|protein-coding	3.83324154065723	3.28890122873556e-10	3.83921679600448
NM_001163833	Msl3l2|1700060H10Rik|-|10 B3|10|protein-coding	3.78943451411574	8.25408808261907e-09	2.7727924493869196
NM_183201	Slfn5|AI956840|RP23-392I13.5|11 C|11|protein-coding	3.7829419645246203	2.14402961045556e-11	7.029021563652821
NM_027455	Qpct|5730422A13Rik|-|17 E3|17|protein-coding	3.7758387288215696	2.2929715291499398e-09	3.24868530611169
NM_026268	Dusp6|1300019I03Rik|MKP-3|MKP3|PYST1|-|10|10 C3|protein-coding	3.72792100844881	5.5414247194004396e-11	6.10761698434652
NM_198297	Trat1|C030046M14Rik|Tcrim|Trim|-|16 B5|16|protein-coding	3.7200191338630404	3.79726886055665e-10	4.32776006314912
NM_009376	Ift88|AW552028|Tg737|Tg737Rpw|TgN737Rpw|Ttc10|flexo|fxo|orpk|polaris|-|14 C3|14 30.1 cM|protein-coding	3.69555904829293	1.8840457994093e-07	2.07621618664022
NM_144551	Trib2|AW319517|TRB-2|TRB2|-|12 A1.1|12|protein-coding	3.6619457843335	8.912317636860558e-11	6.697407313659281
NM_001177464	Zfp516|C330029B10Rik|D230016L03|Zfp26l|Znf516|mKIAA0222|-|18 E3|18|protein-coding	3.61245444053589	3.7477634095547496e-08	2.69155269271574
NM_011820	Ggt5|AI551243|GGL|GGT-REL|Ggtla1|-|10 C1|10|protein-coding	3.55367181943948	2.7987612198786303e-09	4.03278691901429
NM_011703	Vipr1|AV071699|VIP-R1|VPAC1|-|9 F4|9 72.5 cM|protein-coding	3.5498316880778997	4.5916844422217403e-10	5.655110893446679
NM_183024	Raver2|A430091O22Rik|RP23-336G7.1|4 C6|4|protein-coding	3.53287996332918	4.27681702498677e-09	3.88934955845996
NM_025664	Snx9|2700073N08Rik|SDP1|SH3PX1|-|17 A1|17 3.51 cM|protein-coding	3.5218096315947793	7.161111505164761e-08	2.68553732217196
NM_010162	Ext1|AA409028|-|15 C|15 20.0 cM|protein-coding	3.5165299027361	1.6039678346382997e-09	4.7127084203103395
NM_028394	Hspb11|2900042B11Rik|IFT25|-|4 C7|4|protein-coding	3.50401098358792	3.14045982495466e-07	2.2400490376475
